InputID,Busstops_Count_Pointsdensity,Company_Count_Pointsdensity,Daily_Count_Pointsdensity,Green_Count_Densitypoints,Hospital_Count_Pointsdensity,Restuarant_Count_Pointsdensity,Sample_Count_Pointsdensity,Shops_Count_Pointsdensity,Subway_Count_Pointsdensity,Merged_pm25mean,Merged_pm10mean,Merged_no2mean,Merged_so2mean,Education_Count_Pointsdensity,Carroads_Roadensity
4.20115E+11,0.001785434,0.000731108,0.000823606,0.037260484,0.003112566,0.006629196,0.002536111,0.006629196,0,1.035207511,1.163502438,1.001840148,1.147599057,0.002331427,0.025664901
4.20115E+11,0.001785434,0.000731108,0.000823606,0.037260484,0.003112566,0.006629196,0.002536111,0.006629196,0,0.901507954,0.796070723,0.420185494,0.929601557,0.002331427,0.025664901
4.20115E+11,0.001785434,0.000731108,0.000823606,0.037260484,0.003112566,0.006629196,0.002536111,0.006629196,0,1.043553828,1.025958307,0.965272468,0.874595548,0.002331427,0.025664901
4.20115E+11,0.012065698,0.021769647,0.002582625,0.018775791,0.005017671,0.011675938,0.005726703,0.011675938,0,0.942711294,0.981634703,1.157081375,1.197393971,0.005872485,0.081745263
4.20115E+11,0.01018439,0.027432272,0.005196746,0.005996609,0.005527487,0.010777789,0.0037469,0.010777789,0,1.036158357,0.959551211,1.114285763,0.924969472,0.008457382,0.105913738
4.20115E+11,0.01018439,0.027432272,0.005196746,0.005996609,0.005527487,0.010777789,0.0037469,0.010777789,0,0.933466955,0.927350034,0.790947483,NA,0.008457382,0.105913738
4.20115E+11,0.01018439,0.027432272,0.005196746,0.005996609,0.005527487,0.010777789,0.0037469,0.010777789,0,1.035207511,1.163502438,1.001840148,1.147599057,0.008457382,0.105913738
4.20115E+11,0.01018439,0.027432272,0.005196746,0.005996609,0.005527487,0.010777789,0.0037469,0.010777789,0,0.901507954,0.796070723,0.420185494,0.929601557,0.008457382,0.105913738
4.20115E+11,0.01018439,0.027432272,0.005196746,0.005996609,0.005527487,0.010777789,0.0037469,0.010777789,0,1.195372289,1.097533879,1.06234823,1.01037354,0.008457382,0.105913738
4.20115E+11,0.01018439,0.027432272,0.005196746,0.005996609,0.005527487,0.010777789,0.0037469,0.010777789,0,0.953646027,0.961242712,1.071832972,0.97881746,0.008457382,0.105913738
4.20115E+11,0.01018439,0.027432272,0.005196746,0.005996609,0.005527487,0.010777789,0.0037469,0.010777789,0,0.932833058,0.959300618,1.149310743,0.894571415,0.008457382,0.105913738
4.20115E+11,0.01018439,0.027432272,0.005196746,0.005996609,0.005527487,0.010777789,0.0037469,0.010777789,0,0.989302764,1.077549102,1.038236416,0.989818662,0.008457382,0.105913738
4.20115E+11,0.00510124,0.00515928,0.004598333,0.00820895,0.006466624,0.009494719,0.005890323,0.009494719,0,1.035207511,1.163502438,1.001840148,1.147599057,0.005922677,0.064144438
4.20115E+11,0.00510124,0.00515928,0.004598333,0.00820895,0.006466624,0.009494719,0.005890323,0.009494719,0,0.901507954,0.796070723,0.420185494,0.929601557,0.005922677,0.064144438
4.20115E+11,0.00510124,0.00515928,0.004598333,0.00820895,0.006466624,0.009494719,0.005890323,0.009494719,0,1.043553828,1.025958307,0.965272468,0.874595548,0.005922677,0.064144438
4.20115E+11,0.01018439,0.027432272,0.005196746,0.005996609,0.005527487,0.010777789,0.0037469,0.010777789,0,0.942711294,0.981634703,1.157081375,1.197393971,0.008457382,0.105913738
4.20115E+11,0.00510124,0.00515928,0.004598333,0.00820895,0.006466624,0.009494719,0.005890323,0.009494719,0,0.932833058,0.959300618,1.149310743,0.894571415,0.005922677,0.064144438
4.20115E+11,0.00510124,0.00515928,0.004598333,0.00820895,0.006466624,0.009494719,0.005890323,0.009494719,0,0.989302764,1.077549102,1.038236416,0.989818662,0.005922677,0.064144438
4.20115E+11,0.00510124,0.00515928,0.004598333,0.00820895,0.006466624,0.009494719,0.005890323,0.009494719,0,1.036158357,0.959551211,1.114285763,0.924969472,0.005922677,0.064144438
4.20115E+11,0.00510124,0.00515928,0.004598333,0.00820895,0.006466624,0.009494719,0.005890323,0.009494719,0,0.933466955,0.927350034,0.790947483,NA,0.005922677,0.064144438
4.20115E+11,0.006693116,0.003460493,0.002661364,0.006142158,0.00566165,0.007527345,0.004897694,0.007527345,0,1.195372289,1.097533879,1.06234823,1.01037354,0.004768257,0.066400954
4.20115E+11,0.006693116,0.003460493,0.002661364,0.006142158,0.00566165,0.007527345,0.004897694,0.007527345,0,0.953646027,0.961242712,1.071832972,0.97881746,0.004768257,0.066400954
