fid,InputID,TargetID,Distance,Busstops_Count_Pointsdensity,Company_Count_Pointsdensity,Daily_Count_Pointsdensity,Green_Count_Densitypoints,Hospital_Count_Pointsdensity,Restuarant_Count_Pointsdensity,Sample_Count_Pointsdensity,Shops_Count_Pointsdensity,Subway_Count_Pointsdensity,Merged_pm25mean,Merged_pm10mean,Merged_no2mean,Merged_so2mean
"361","420104010000",1333A,13757.1004842084,0.000114000834861047,0.000203860316457401,0.000105953717106149,4.02355887744871e-06,0.000136801001833256,1.87766080947606e-05,2.54825395571751e-05,1.87766080947606e-05,1.3411862924829e-06,,,,
"362","420104010000",1334A,49748.2958732503,0.000114000834861047,0.000203860316457401,0.000105953717106149,4.02355887744871e-06,0.000136801001833256,1.87766080947606e-05,2.54825395571751e-05,1.87766080947606e-05,1.3411862924829e-06,,,,
"363","420104010000",1332A,13094.9556974647,0.000114000834861047,0.000203860316457401,0.000105953717106149,4.02355887744871e-06,0.000136801001833256,1.87766080947606e-05,2.54825395571751e-05,1.87766080947606e-05,1.3411862924829e-06,,,,
"364","420104010000",1325A,8261.67253948337,0.000114000834861047,0.000203860316457401,0.000105953717106149,4.02355887744871e-06,0.000136801001833256,1.87766080947606e-05,2.54825395571751e-05,1.87766080947606e-05,1.3411862924829e-06,,,,
"365","420104010000",1330A,13372.1013390692,0.000114000834861047,0.000203860316457401,0.000105953717106149,4.02355887744871e-06,0.000136801001833256,1.87766080947606e-05,2.54825395571751e-05,1.87766080947606e-05,1.3411862924829e-06,,,,
"366","420104010000",1327A,4221.49439078074,0.000114000834861047,0.000203860316457401,0.000105953717106149,4.02355887744871e-06,0.000136801001833256,1.87766080947606e-05,2.54825395571751e-05,1.87766080947606e-05,1.3411862924829e-06,,,,
"367","420104010000",1331A,12812.4473264929,0.000114000834861047,0.000203860316457401,0.000105953717106149,4.02355887744871e-06,0.000136801001833256,1.87766080947606e-05,2.54825395571751e-05,1.87766080947606e-05,1.3411862924829e-06,,,,
"368","420104010000",1326A,2549.93755943887,0.000114000834861047,0.000203860316457401,0.000105953717106149,4.02355887744871e-06,0.000136801001833256,1.87766080947606e-05,2.54825395571751e-05,1.87766080947606e-05,1.3411862924829e-06,,,,
"369","420104010000",1329A,13240.5249477995,0.000114000834861047,0.000203860316457401,0.000105953717106149,4.02355887744871e-06,0.000136801001833256,1.87766080947606e-05,2.54825395571751e-05,1.87766080947606e-05,1.3411862924829e-06,,,,
"370","420104010000",1328A,5950.20451720728,0.000114000834861047,0.000203860316457401,0.000105953717106149,4.02355887744871e-06,0.000136801001833256,1.87766080947606e-05,2.54825395571751e-05,1.87766080947606e-05,1.3411862924829e-06,,,,
"371","420104005000",1333A,12253.3553815123,0.000106804008867715,0.000148781703895325,8.28926635988238e-05,2.65681614098794e-06,9.72394707601587e-05,6.90772196656865e-06,0.000117962636659865,6.90772196656865e-06,0,,,,
"372","420104005000",1334A,48922.3114659999,0.000106804008867715,0.000148781703895325,8.28926635988238e-05,2.65681614098794e-06,9.72394707601587e-05,6.90772196656865e-06,0.000117962636659865,6.90772196656865e-06,0,,,,
"373","420104005000",1332A,14581.2950862004,0.000106804008867715,0.000148781703895325,8.28926635988238e-05,2.65681614098794e-06,9.72394707601587e-05,6.90772196656865e-06,0.000117962636659865,6.90772196656865e-06,0,,,,
"374","420104005000",1325A,9632.38875412644,0.000106804008867715,0.000148781703895325,8.28926635988238e-05,2.65681614098794e-06,9.72394707601587e-05,6.90772196656865e-06,0.000117962636659865,6.90772196656865e-06,0,,,,
"375","420104005000",1330A,13391.2654874919,0.000106804008867715,0.000148781703895325,8.28926635988238e-05,2.65681614098794e-06,9.72394707601587e-05,6.90772196656865e-06,0.000117962636659865,6.90772196656865e-06,0,,,,
"376","420104005000",1327A,4885.2503976335,0.000106804008867715,0.000148781703895325,8.28926635988238e-05,2.65681614098794e-06,9.72394707601587e-05,6.90772196656865e-06,0.000117962636659865,6.90772196656865e-06,0,,,,
"377","420104005000",1331A,13843.1911197182,0.000106804008867715,0.000148781703895325,8.28926635988238e-05,2.65681614098794e-06,9.72394707601587e-05,6.90772196656865e-06,0.000117962636659865,6.90772196656865e-06,0,,,,
"378","420104005000",1326A,2986.59934865852,0.000106804008867715,0.000148781703895325,8.28926635988238e-05,2.65681614098794e-06,9.72394707601587e-05,6.90772196656865e-06,0.000117962636659865,6.90772196656865e-06,0,,,,
"379","420104005000",1329A,14384.3060891411,0.000106804008867715,0.000148781703895325,8.28926635988238e-05,2.65681614098794e-06,9.72394707601587e-05,6.90772196656865e-06,0.000117962636659865,6.90772196656865e-06,0,,,,
"380","420104005000",1328A,7278.98454451287,0.000106804008867715,0.000148781703895325,8.28926635988238e-05,2.65681614098794e-06,9.72394707601587e-05,6.90772196656865e-06,0.000117962636659865,6.90772196656865e-06,0,,,,
"381","420104006000",1333A,12886.9449985518,0.000133322497436339,7.04345269474997e-05,0.000138353535075446,5.03103763910712e-06,0.000127033700387455,1.63508723270982e-05,9.05586775039282e-05,1.63508723270982e-05,1.25775940977678e-06,,,,
"382","420104006000",1334A,48690.3276328331,0.000133322497436339,7.04345269474997e-05,0.000138353535075446,5.03103763910712e-06,0.000127033700387455,1.63508723270982e-05,9.05586775039282e-05,1.63508723270982e-05,1.25775940977678e-06,,,,
"383","420104006000",1332A,13903.7283210314,0.000133322497436339,7.04345269474997e-05,0.000138353535075446,5.03103763910712e-06,0.000127033700387455,1.63508723270982e-05,9.05586775039282e-05,1.63508723270982e-05,1.25775940977678e-06,,,,
"384","420104006000",1325A,9371.46489671514,0.000133322497436339,7.04345269474997e-05,0.000138353535075446,5.03103763910712e-06,0.000127033700387455,1.63508723270982e-05,9.05586775039282e-05,1.63508723270982e-05,1.25775940977678e-06,,,,
"385","420104006000",1330A,12696.9242534248,0.000133322497436339,7.04345269474997e-05,0.000138353535075446,5.03103763910712e-06,0.000127033700387455,1.63508723270982e-05,9.05586775039282e-05,1.63508723270982e-05,1.25775940977678e-06,,,,
"386","420104006000",1327A,5170.74079776557,0.000133322497436339,7.04345269474997e-05,0.000138353535075446,5.03103763910712e-06,0.000127033700387455,1.63508723270982e-05,9.05586775039282e-05,1.63508723270982e-05,1.25775940977678e-06,,,,
"387","420104006000",1331A,13911.4435086633,0.000133322497436339,7.04345269474997e-05,0.000138353535075446,5.03103763910712e-06,0.000127033700387455,1.63508723270982e-05,9.05586775039282e-05,1.63508723270982e-05,1.25775940977678e-06,,,,
"388","420104006000",1326A,2112.14013908242,0.000133322497436339,7.04345269474997e-05,0.000138353535075446,5.03103763910712e-06,0.000127033700387455,1.63508723270982e-05,9.05586775039282e-05,1.63508723270982e-05,1.25775940977678e-06,,,,
"389","420104006000",1329A,14359.1269833341,0.000133322497436339,7.04345269474997e-05,0.000138353535075446,5.03103763910712e-06,0.000127033700387455,1.63508723270982e-05,9.05586775039282e-05,1.63508723270982e-05,1.25775940977678e-06,,,,
"390","420104006000",1328A,6464.15734138097,0.000133322497436339,7.04345269474997e-05,0.000138353535075446,5.03103763910712e-06,0.000127033700387455,1.63508723270982e-05,9.05586775039282e-05,1.63508723270982e-05,1.25775940977678e-06,,,,
"391","420103006000",1333A,14233.4139915419,0.000203400564413405,0.000292531148819279,0.000207971363613707,2.28539960015062e-06,7.99889860052717e-05,1.37123976009037e-05,3.19955944021087e-05,1.37123976009037e-05,2.28539960015062e-06,,,,
"392","420103006000",1334A,50464.6481097299,0.000203400564413405,0.000292531148819279,0.000207971363613707,2.28539960015062e-06,7.99889860052717e-05,1.37123976009037e-05,3.19955944021087e-05,1.37123976009037e-05,2.28539960015062e-06,,,,
"393","420103006000",1332A,12724.3924067793,0.000203400564413405,0.000292531148819279,0.000207971363613707,2.28539960015062e-06,7.99889860052717e-05,1.37123976009037e-05,3.19955944021087e-05,1.37123976009037e-05,2.28539960015062e-06,,,,
"394","420103006000",1325A,7596.74010398745,0.000203400564413405,0.000292531148819279,0.000207971363613707,2.28539960015062e-06,7.99889860052717e-05,1.37123976009037e-05,3.19955944021087e-05,1.37123976009037e-05,2.28539960015062e-06,,,,
"395","420103006000",1330A,13940.3882071183,0.000203400564413405,0.000292531148819279,0.000207971363613707,2.28539960015062e-06,7.99889860052717e-05,1.37123976009037e-05,3.19955944021087e-05,1.37123976009037e-05,2.28539960015062e-06,,,,
"396","420103006000",1327A,3575.08493439208,0.000203400564413405,0.000292531148819279,0.000207971363613707,2.28539960015062e-06,7.99889860052717e-05,1.37123976009037e-05,3.19955944021087e-05,1.37123976009037e-05,2.28539960015062e-06,,,,
"397","420103006000",1331A,12089.9909521845,0.000203400564413405,0.000292531148819279,0.000207971363613707,2.28539960015062e-06,7.99889860052717e-05,1.37123976009037e-05,3.19955944021087e-05,1.37123976009037e-05,2.28539960015062e-06,,,,
"398","420103006000",1326A,3119.42566821779,0.000203400564413405,0.000292531148819279,0.000207971363613707,2.28539960015062e-06,7.99889860052717e-05,1.37123976009037e-05,3.19955944021087e-05,1.37123976009037e-05,2.28539960015062e-06,,,,
"399","420103006000",1329A,12521.9834247986,0.000203400564413405,0.000292531148819279,0.000207971363613707,2.28539960015062e-06,7.99889860052717e-05,1.37123976009037e-05,3.19955944021087e-05,1.37123976009037e-05,2.28539960015062e-06,,,,
"400","420103006000",1328A,5863.04528569719,0.000203400564413405,0.000292531148819279,0.000207971363613707,2.28539960015062e-06,7.99889860052717e-05,1.37123976009037e-05,3.19955944021087e-05,1.37123976009037e-05,2.28539960015062e-06,,,,
"401","420103010000",1333A,12664.1304627965,0.000124618432483299,0.000229265962325044,7.58894300379066e-05,1.59767221132435e-06,5.35220190793657e-05,5.59185273963523e-06,7.50905939322445e-05,5.59185273963523e-06,0,,,,
"402","420103010000",1334A,51191.0676490024,0.000124618432483299,0.000229265962325044,7.58894300379066e-05,1.59767221132435e-06,5.35220190793657e-05,5.59185273963523e-06,7.50905939322445e-05,5.59185273963523e-06,0,,,,
"403","420103010000",1332A,14943.9175077095,0.000124618432483299,0.000229265962325044,7.58894300379066e-05,1.59767221132435e-06,5.35220190793657e-05,5.59185273963523e-06,7.50905939322445e-05,5.59185273963523e-06,0,,,,
"404","420103010000",1325A,8753.07077283948,0.000124618432483299,0.000229265962325044,7.58894300379066e-05,1.59767221132435e-06,5.35220190793657e-05,5.59185273963523e-06,7.50905939322445e-05,5.59185273963523e-06,0,,,,
"405","420103010000",1330A,15906.3444937196,0.000124618432483299,0.000229265962325044,7.58894300379066e-05,1.59767221132435e-06,5.35220190793657e-05,5.59185273963523e-06,7.50905939322445e-05,5.59185273963523e-06,0,,,,
"406","420103010000",1327A,2944.65523361883,0.000124618432483299,0.000229265962325044,7.58894300379066e-05,1.59767221132435e-06,5.35220190793657e-05,5.59185273963523e-06,7.50905939322445e-05,5.59185273963523e-06,0,,,,
"407","420103010000",1331A,12022.767177466,0.000124618432483299,0.000229265962325044,7.58894300379066e-05,1.59767221132435e-06,5.35220190793657e-05,5.59185273963523e-06,7.50905939322445e-05,5.59185273963523e-06,0,,,,
"408","420103010000",1326A,5252.09616824876,0.000124618432483299,0.000229265962325044,7.58894300379066e-05,1.59767221132435e-06,5.35220190793657e-05,5.59185273963523e-06,7.50905939322445e-05,5.59185273963523e-06,0,,,,
"409","420103010000",1329A,12763.8713807086,0.000124618432483299,0.000229265962325044,7.58894300379066e-05,1.59767221132435e-06,5.35220190793657e-05,5.59185273963523e-06,7.50905939322445e-05,5.59185273963523e-06,0,,,,
"410","420103010000",1328A,8488.59879632204,0.000124618432483299,0.000229265962325044,7.58894300379066e-05,1.59767221132435e-06,5.35220190793657e-05,5.59185273963523e-06,7.50905939322445e-05,5.59185273963523e-06,0,,,,
"411","420103013000",1333A,10142.2883156221,3.68852565864692e-05,0.000109333717552007,5.59228083730339e-05,1.1898469866603e-06,3.29190999642682e-05,7.93231324440197e-06,1.09730333214227e-05,7.93231324440197e-06,3.96615662220099e-07,,,,
"412","420103013000",1334A,51173.5398784548,3.68852565864692e-05,0.000109333717552007,5.59228083730339e-05,1.1898469866603e-06,3.29190999642682e-05,7.93231324440197e-06,1.09730333214227e-05,7.93231324440197e-06,3.96615662220099e-07,,,,
"413","420103013000",1332A,18454.3725790769,3.68852565864692e-05,0.000109333717552007,5.59228083730339e-05,1.1898469866603e-06,3.29190999642682e-05,7.93231324440197e-06,1.09730333214227e-05,7.93231324440197e-06,3.96615662220099e-07,,,,
"414","420103013000",1325A,11808.4076318365,3.68852565864692e-05,0.000109333717552007,5.59228083730339e-05,1.1898469866603e-06,3.29190999642682e-05,7.93231324440197e-06,1.09730333214227e-05,7.93231324440197e-06,3.96615662220099e-07,,,,
"415","420103013000",1330A,18024.5707499529,3.68852565864692e-05,0.000109333717552007,5.59228083730339e-05,1.1898469866603e-06,3.29190999642682e-05,7.93231324440197e-06,1.09730333214227e-05,7.93231324440197e-06,3.96615662220099e-07,,,,
"416","420103013000",1327A,5655.06075461298,3.68852565864692e-05,0.000109333717552007,5.59228083730339e-05,1.1898469866603e-06,3.29190999642682e-05,7.93231324440197e-06,1.09730333214227e-05,7.93231324440197e-06,3.96615662220099e-07,,,,
"417","420103013000",1331A,13881.5662862329,3.68852565864692e-05,0.000109333717552007,5.59228083730339e-05,1.1898469866603e-06,3.29190999642682e-05,7.93231324440197e-06,1.09730333214227e-05,7.93231324440197e-06,3.96615662220099e-07,,,,
"418","420103013000",1326A,8129.62413652158,3.68852565864692e-05,0.000109333717552007,5.59228083730339e-05,1.1898469866603e-06,3.29190999642682e-05,7.93231324440197e-06,1.09730333214227e-05,7.93231324440197e-06,3.96615662220099e-07,,,,
"419","420103013000",1329A,14904.2406457014,3.68852565864692e-05,0.000109333717552007,5.59228083730339e-05,1.1898469866603e-06,3.29190999642682e-05,7.93231324440197e-06,1.09730333214227e-05,7.93231324440197e-06,3.96615662220099e-07,,,,
"420","420103013000",1328A,11991.4968350298,3.68852565864692e-05,0.000109333717552007,5.59228083730339e-05,1.1898469866603e-06,3.29190999642682e-05,7.93231324440197e-06,1.09730333214227e-05,7.93231324440197e-06,3.96615662220099e-07,,,,
"421","420103001000",1333A,15579.7670112165,0.0001219885705514,9.50226760084592e-05,5.39317890858823e-05,6.42045108165265e-06,3.46704358409243e-05,8.98863151431371e-06,1.28409021633053e-05,8.98863151431371e-06,0,,,,
"422","420103001000",1334A,50771.7083521074,0.0001219885705514,9.50226760084592e-05,5.39317890858823e-05,6.42045108165265e-06,3.46704358409243e-05,8.98863151431371e-06,1.28409021633053e-05,8.98863151431371e-06,0,,,,
"423","420103001000",1332A,11296.0264008498,0.0001219885705514,9.50226760084592e-05,5.39317890858823e-05,6.42045108165265e-06,3.46704358409243e-05,8.98863151431371e-06,1.28409021633053e-05,8.98863151431371e-06,0,,,,
"424","420103001000",1325A,6691.32921672593,0.0001219885705514,9.50226760084592e-05,5.39317890858823e-05,6.42045108165265e-06,3.46704358409243e-05,8.98863151431371e-06,1.28409021633053e-05,8.98863151431371e-06,0,,,,
"425","420103001000",1330A,13550.9292120037,0.0001219885705514,9.50226760084592e-05,5.39317890858823e-05,6.42045108165265e-06,3.46704358409243e-05,8.98863151431371e-06,1.28409021633053e-05,8.98863151431371e-06,0,,,,
"426","420103001000",1327A,4092.80188907678,0.0001219885705514,9.50226760084592e-05,5.39317890858823e-05,6.42045108165265e-06,3.46704358409243e-05,8.98863151431371e-06,1.28409021633053e-05,8.98863151431371e-06,0,,,,
"427","420103001000",1331A,11721.3193589407,0.0001219885705514,9.50226760084592e-05,5.39317890858823e-05,6.42045108165265e-06,3.46704358409243e-05,8.98863151431371e-06,1.28409021633053e-05,8.98863151431371e-06,0,,,,
"428","420103001000",1326A,3085.02926182492,0.0001219885705514,9.50226760084592e-05,5.39317890858823e-05,6.42045108165265e-06,3.46704358409243e-05,8.98863151431371e-06,1.28409021633053e-05,8.98863151431371e-06,0,,,,
"429","420103001000",1329A,11979.7175297436,0.0001219885705514,9.50226760084592e-05,5.39317890858823e-05,6.42045108165265e-06,3.46704358409243e-05,8.98863151431371e-06,1.28409021633053e-05,8.98863151431371e-06,0,,,,
"430","420103001000",1328A,4474.99437186599,0.0001219885705514,9.50226760084592e-05,5.39317890858823e-05,6.42045108165265e-06,3.46704358409243e-05,8.98863151431371e-06,1.28409021633053e-05,8.98863151431371e-06,0,,,,
"431","420103011000",1333A,14562.6793977174,0.000171811661430043,0.000171811661430043,0.000349871019639359,3.12384838963714e-06,0.000184307054988591,2.49907871170971e-05,1.56192419481857e-05,2.49907871170971e-05,0,,,,
"432","420103011000",1334A,50917.6100058857,0.000171811661430043,0.000171811661430043,0.000349871019639359,3.12384838963714e-06,0.000184307054988591,2.49907871170971e-05,1.56192419481857e-05,2.49907871170971e-05,0,,,,
"433","420103011000",1332A,12485.4459011883,0.000171811661430043,0.000171811661430043,0.000349871019639359,3.12384838963714e-06,0.000184307054988591,2.49907871170971e-05,1.56192419481857e-05,2.49907871170971e-05,0,,,,
"434","420103011000",1325A,7170.22652455969,0.000171811661430043,0.000171811661430043,0.000349871019639359,3.12384838963714e-06,0.000184307054988591,2.49907871170971e-05,1.56192419481857e-05,2.49907871170971e-05,0,,,,
"435","420103011000",1330A,14296.3049667949,0.000171811661430043,0.000171811661430043,0.000349871019639359,3.12384838963714e-06,0.000184307054988591,2.49907871170971e-05,1.56192419481857e-05,2.49907871170971e-05,0,,,,
"436","420103011000",1327A,3192.91113885796,0.000171811661430043,0.000171811661430043,0.000349871019639359,3.12384838963714e-06,0.000184307054988591,2.49907871170971e-05,1.56192419481857e-05,2.49907871170971e-05,0,,,,
"437","420103011000",1331A,11630.780949782,0.000171811661430043,0.000171811661430043,0.000349871019639359,3.12384838963714e-06,0.000184307054988591,2.49907871170971e-05,1.56192419481857e-05,2.49907871170971e-05,0,,,,
"438","420103011000",1326A,3500.42492883829,0.000171811661430043,0.000171811661430043,0.000349871019639359,3.12384838963714e-06,0.000184307054988591,2.49907871170971e-05,1.56192419481857e-05,2.49907871170971e-05,0,,,,
"439","420103011000",1329A,12062.770423031,0.000171811661430043,0.000171811661430043,0.000349871019639359,3.12384838963714e-06,0.000184307054988591,2.49907871170971e-05,1.56192419481857e-05,2.49907871170971e-05,0,,,,
"440","420103011000",1328A,5831.77601885186,0.000171811661430043,0.000171811661430043,0.000349871019639359,3.12384838963714e-06,0.000184307054988591,2.49907871170971e-05,1.56192419481857e-05,2.49907871170971e-05,0,,,,
"441","420103012000",1333A,10901.2254457061,7.7025035511281e-05,0.000141928098220787,5.35387132078412e-05,1.76778770025891e-06,4.24269048062138e-05,9.34402070136851e-06,1.18694317017384e-05,9.34402070136851e-06,7.5762330011096e-07,,,,
"442","420103012000",1334A,50700.9827669403,7.7025035511281e-05,0.000141928098220787,5.35387132078412e-05,1.76778770025891e-06,4.24269048062138e-05,9.34402070136851e-06,1.18694317017384e-05,9.34402070136851e-06,7.5762330011096e-07,,,,
"443","420103012000",1332A,16941.3035741118,7.7025035511281e-05,0.000141928098220787,5.35387132078412e-05,1.76778770025891e-06,4.24269048062138e-05,9.34402070136851e-06,1.18694317017384e-05,9.34402070136851e-06,7.5762330011096e-07,,,,
"444","420103012000",1325A,10616.2924143649,7.7025035511281e-05,0.000141928098220787,5.35387132078412e-05,1.76778770025891e-06,4.24269048062138e-05,9.34402070136851e-06,1.18694317017384e-05,9.34402070136851e-06,7.5762330011096e-07,,,,
"445","420103012000",1330A,16648.3663917468,7.7025035511281e-05,0.000141928098220787,5.35387132078412e-05,1.76778770025891e-06,4.24269048062138e-05,9.34402070136851e-06,1.18694317017384e-05,9.34402070136851e-06,7.5762330011096e-07,,,,
"446","420103012000",1327A,4556.15393627207,7.7025035511281e-05,0.000141928098220787,5.35387132078412e-05,1.76778770025891e-06,4.24269048062138e-05,9.34402070136851e-06,1.18694317017384e-05,9.34402070136851e-06,7.5762330011096e-07,,,,
"447","420103012000",1331A,13333.3400713138,7.7025035511281e-05,0.000141928098220787,5.35387132078412e-05,1.76778770025891e-06,4.24269048062138e-05,9.34402070136851e-06,1.18694317017384e-05,9.34402070136851e-06,7.5762330011096e-07,,,,
"448","420103012000",1326A,6502.21947113752,7.7025035511281e-05,0.000141928098220787,5.35387132078412e-05,1.76778770025891e-06,4.24269048062138e-05,9.34402070136851e-06,1.18694317017384e-05,9.34402070136851e-06,7.5762330011096e-07,,,,
"449","420103012000",1329A,14220.3898389469,7.7025035511281e-05,0.000141928098220787,5.35387132078412e-05,1.76778770025891e-06,4.24269048062138e-05,9.34402070136851e-06,1.18694317017384e-05,9.34402070136851e-06,7.5762330011096e-07,,,,
"450","420103012000",1328A,10329.599261275,7.7025035511281e-05,0.000141928098220787,5.35387132078412e-05,1.76778770025891e-06,4.24269048062138e-05,9.34402070136851e-06,1.18694317017384e-05,9.34402070136851e-06,7.5762330011096e-07,,,,
"451","420103003000",1333A,14769.8750185443,0.000224128240217512,0.000302876000293935,0.000236243280229269,2.42300800235148e-05,5.75464400558476e-05,4.84601600470296e-05,9.08628000881804e-06,4.84601600470296e-05,0,,,,
"452","420103003000",1334A,51316.6039852709,0.000224128240217512,0.000302876000293935,0.000236243280229269,2.42300800235148e-05,5.75464400558476e-05,4.84601600470296e-05,9.08628000881804e-06,4.84601600470296e-05,0,,,,
"453","420103003000",1332A,12391.1786359235,0.000224128240217512,0.000302876000293935,0.000236243280229269,2.42300800235148e-05,5.75464400558476e-05,4.84601600470296e-05,9.08628000881804e-06,4.84601600470296e-05,0,,,,
"454","420103003000",1325A,6861.37304183253,0.000224128240217512,0.000302876000293935,0.000236243280229269,2.42300800235148e-05,5.75464400558476e-05,4.84601600470296e-05,9.08628000881804e-06,4.84601600470296e-05,0,,,,
"455","420103003000",1330A,14666.7593498694,0.000224128240217512,0.000302876000293935,0.000236243280229269,2.42300800235148e-05,5.75464400558476e-05,4.84601600470296e-05,9.08628000881804e-06,4.84601600470296e-05,0,,,,
"456","420103003000",1327A,2819.83334759351,0.000224128240217512,0.000302876000293935,0.000236243280229269,2.42300800235148e-05,5.75464400558476e-05,4.84601600470296e-05,9.08628000881804e-06,4.84601600470296e-05,0,,,,
"457","420103003000",1331A,11239.2220150465,0.000224128240217512,0.000302876000293935,0.000236243280229269,2.42300800235148e-05,5.75464400558476e-05,4.84601600470296e-05,9.08628000881804e-06,4.84601600470296e-05,0,,,,
"458","420103003000",1326A,3887.48159607122,0.000224128240217512,0.000302876000293935,0.000236243280229269,2.42300800235148e-05,5.75464400558476e-05,4.84601600470296e-05,9.08628000881804e-06,4.84601600470296e-05,0,,,,
"459","420103003000",1329A,11685.4995940718,0.000224128240217512,0.000302876000293935,0.000236243280229269,2.42300800235148e-05,5.75464400558476e-05,4.84601600470296e-05,9.08628000881804e-06,4.84601600470296e-05,0,,,,
"460","420103003000",1328A,5943.26203127926,0.000224128240217512,0.000302876000293935,0.000236243280229269,2.42300800235148e-05,5.75464400558476e-05,4.84601600470296e-05,9.08628000881804e-06,4.84601600470296e-05,0,,,,
"461","420103009000",1333A,12725.7413159854,8.65258664827961e-05,0.000122005092069884,0.000117660697100037,1.08609874246188e-06,5.57530687797096e-05,8.32675702554105e-06,1.30331849095425e-05,8.32675702554105e-06,1.08609874246188e-06,,,,
"462","420103009000",1334A,52252.0055168787,8.65258664827961e-05,0.000122005092069884,0.000117660697100037,1.08609874246188e-06,5.57530687797096e-05,8.32675702554105e-06,1.30331849095425e-05,8.32675702554105e-06,1.08609874246188e-06,,,,
"463","420103009000",1332A,15673.5317404986,8.65258664827961e-05,0.000122005092069884,0.000117660697100037,1.08609874246188e-06,5.57530687797096e-05,8.32675702554105e-06,1.30331849095425e-05,8.32675702554105e-06,1.08609874246188e-06,,,,
"464","420103009000",1325A,8942.19648498222,8.65258664827961e-05,0.000122005092069884,0.000117660697100037,1.08609874246188e-06,5.57530687797096e-05,8.32675702554105e-06,1.30331849095425e-05,8.32675702554105e-06,1.08609874246188e-06,,,,
"465","420103009000",1330A,17306.7625769139,8.65258664827961e-05,0.000122005092069884,0.000117660697100037,1.08609874246188e-06,5.57530687797096e-05,8.32675702554105e-06,1.30331849095425e-05,8.32675702554105e-06,1.08609874246188e-06,,,,
"466","420103009000",1327A,2797.44720899316,8.65258664827961e-05,0.000122005092069884,0.000117660697100037,1.08609874246188e-06,5.57530687797096e-05,8.32675702554105e-06,1.30331849095425e-05,8.32675702554105e-06,1.08609874246188e-06,,,,
"467","420103009000",1331A,11475.19262128,8.65258664827961e-05,0.000122005092069884,0.000117660697100037,1.08609874246188e-06,5.57530687797096e-05,8.32675702554105e-06,1.30331849095425e-05,8.32675702554105e-06,1.08609874246188e-06,,,,
"468","420103009000",1326A,6662.7146536242,8.65258664827961e-05,0.000122005092069884,0.000117660697100037,1.08609874246188e-06,5.57530687797096e-05,8.32675702554105e-06,1.30331849095425e-05,8.32675702554105e-06,1.08609874246188e-06,,,,
"469","420103009000",1329A,12361.2969167073,8.65258664827961e-05,0.000122005092069884,0.000117660697100037,1.08609874246188e-06,5.57530687797096e-05,8.32675702554105e-06,1.30331849095425e-05,8.32675702554105e-06,1.08609874246188e-06,,,,
"470","420103009000",1328A,9641.7544755509,8.65258664827961e-05,0.000122005092069884,0.000117660697100037,1.08609874246188e-06,5.57530687797096e-05,8.32675702554105e-06,1.30331849095425e-05,8.32675702554105e-06,1.08609874246188e-06,,,,
"471","420103005000",1333A,14832.4112914729,0.000139226939953518,0.000234945461171561,0.000121823572459328,1.45028062451581e-05,4.64089799845059e-05,1.16022449961265e-05,2.32044899922529e-05,1.16022449961265e-05,2.90056124903162e-06,,,,
"472","420103005000",1334A,50330.9270909367,0.000139226939953518,0.000234945461171561,0.000121823572459328,1.45028062451581e-05,4.64089799845059e-05,1.16022449961265e-05,2.32044899922529e-05,1.16022449961265e-05,2.90056124903162e-06,,,,
"473","420103005000",1332A,12029.948582021,0.000139226939953518,0.000234945461171561,0.000121823572459328,1.45028062451581e-05,4.64089799845059e-05,1.16022449961265e-05,2.32044899922529e-05,1.16022449961265e-05,2.90056124903162e-06,,,,
"474","420103005000",1325A,7330.98982886282,0.000139226939953518,0.000234945461171561,0.000121823572459328,1.45028062451581e-05,4.64089799845059e-05,1.16022449961265e-05,2.32044899922529e-05,1.16022449961265e-05,2.90056124903162e-06,,,,
"475","420103005000",1330A,13429.297822843,0.000139226939953518,0.000234945461171561,0.000121823572459328,1.45028062451581e-05,4.64089799845059e-05,1.16022449961265e-05,2.32044899922529e-05,1.16022449961265e-05,2.90056124903162e-06,,,,
"476","420103005000",1327A,4066.79375736464,0.000139226939953518,0.000234945461171561,0.000121823572459328,1.45028062451581e-05,4.64089799845059e-05,1.16022449961265e-05,2.32044899922529e-05,1.16022449961265e-05,2.90056124903162e-06,,,,
"477","420103005000",1331A,12162.8401224515,0.000139226939953518,0.000234945461171561,0.000121823572459328,1.45028062451581e-05,4.64089799845059e-05,1.16022449961265e-05,2.32044899922529e-05,1.16022449961265e-05,2.90056124903162e-06,,,,
"478","420103005000",1326A,2716.84070831405,0.000139226939953518,0.000234945461171561,0.000121823572459328,1.45028062451581e-05,4.64089799845059e-05,1.16022449961265e-05,2.32044899922529e-05,1.16022449961265e-05,2.90056124903162e-06,,,,
"479","420103005000",1329A,12493.7765283489,0.000139226939953518,0.000234945461171561,0.000121823572459328,1.45028062451581e-05,4.64089799845059e-05,1.16022449961265e-05,2.32044899922529e-05,1.16022449961265e-05,2.90056124903162e-06,,,,
"480","420103005000",1328A,5041.48146955418,0.000139226939953518,0.000234945461171561,0.000121823572459328,1.45028062451581e-05,4.64089799845059e-05,1.16022449961265e-05,2.32044899922529e-05,1.16022449961265e-05,2.90056124903162e-06,,,,
