fid,InputID,TargetID
"1149","420107008000",1329A
"1150","420107008000",1328A
"1151","420103008000",1333A
"1152","420103008000",1334A
"1153","420103008000",1332A
"1154","420103008000",1325A
"1155","420103008000",1330A
"1156","420103008000",1327A
"1157","420103008000",1331A
"1158","420103008000",1326A
"1159","420103008000",1329A
"1160","420103008000",1328A
"1161","420102003000",1333A
"1162","420102003000",1334A
"1163","420102003000",1332A
"1164","420102003000",1325A
"1165","420102003000",1330A
"1166","420102003000",1327A
"1167","420102003000",1331A
"1168","420102003000",1326A
"1169","420102003000",1329A
"1170","420102003000",1328A
"1171","420117008000",1333A
"1172","420117008000",1334A
"1173","420117008000",1332A
"1174","420117008000",1325A
"1175","420117008000",1330A
"1176","420117008000",1327A
"1177","420117008000",1331A
"1178","420117008000",1326A
"1179","420117008000",1329A
"1180","420117008000",1328A
"1181","420114400000",1333A
"1182","420114400000",1334A
"1183","420114400000",1332A
"1184","420114400000",1325A
"1185","420114400000",1330A
"1186","420114400000",1327A
"1187","420114400000",1331A
"1188","420114400000",1326A
"1189","420114400000",1329A
"1190","420114400000",1328A
"1191","420105012000",1333A
"1192","420105012000",1334A
"1193","420105012000",1332A
"1194","420105012000",1325A
"1195","420105012000",1330A
"1196","420105012000",1327A
"1197","420105012000",1331A
"1198","420105012000",1326A
"1199","420105012000",1329A
"1200","420105012000",1328A
"1201","420105013000",1333A
"1202","420105013000",1334A
"1203","420105013000",1332A
"1204","420105013000",1325A
"1205","420105013000",1330A
"1206","420105013000",1327A
"1207","420105013000",1331A
"1208","420105013000",1326A
"1209","420105013000",1329A
"1210","420105013000",1328A
"1211","420106013000",1333A
"1212","420106013000",1334A
"1213","420106013000",1332A
"1214","420106013000",1325A
"1215","420106013000",1330A
"1216","420106013000",1327A
"1217","420106013000",1331A
"1218","420106013000",1326A
"1219","420106013000",1329A
"1220","420106013000",1328A
"1221","420111081000",1333A
"1222","420111081000",1334A
"1223","420111081000",1332A
"1224","420111081000",1325A
"1225","420111081000",1330A
"1226","420111081000",1327A
"1227","420111081000",1331A
"1228","420111081000",1326A
"1229","420111081000",1329A
"1230","420111081000",1328A
"1231","420111460000",1333A
"1232","420111460000",1334A
"1233","420111460000",1332A
"1234","420111460000",1325A
"1235","420111460000",1330A
"1236","420111460000",1327A
"1237","420111460000",1331A
"1238","420111460000",1326A
"1239","420111460000",1329A
"1240","420111460000",1328A
"1241","420116014000",1333A
"1242","420116014000",1334A
"1243","420116014000",1332A
"1244","420116014000",1325A
"1245","420116014000",1330A
"1246","420116014000",1327A
"1247","420116014000",1331A
"1248","420116014000",1326A
"1249","420116014000",1329A
"1250","420116014000",1328A
"1251","420116001000",1333A
"1252","420116001000",1334A
"1253","420116001000",1332A
"1254","420116001000",1325A
"1255","420116001000",1330A
"1256","420116001000",1327A
"1257","420116001000",1331A
"1258","420116001000",1326A
"1259","420116001000",1329A
"1260","420116001000",1328A
"1261","420116005000",1333A
"1262","420116005000",1334A
"1263","420116005000",1332A
"1264","420116005000",1325A
"1265","420116005000",1330A
"1266","420116005000",1327A
"1267","420116005000",1331A
"1268","420116005000",1326A
"1269","420116005000",1329A
"1270","420116005000",1328A
"1271","420116402000",1333A
"1272","420116402000",1334A
"1273","420116402000",1332A
"1274","420116402000",1325A
"1275","420116402000",1330A
"1276","420116402000",1327A
"1277","420116402000",1331A
"1278","420116402000",1326A
"1279","420116402000",1329A
"1280","420116402000",1328A
"1281","420102011000",1333A
"1282","420102011000",1334A
"1283","420102011000",1332A
"1284","420102011000",1325A
"1285","420102011000",1330A
"1286","420102011000",1327A
"1287","420102011000",1331A
"1288","420102011000",1326A
"1289","420102011000",1329A
"1290","420102011000",1328A
"1291","420102017000",1333A
"1292","420102017000",1334A
"1293","420102017000",1332A
"1294","420102017000",1325A
"1295","420102017000",1330A
"1296","420102017000",1327A
"1297","420102017000",1331A
"1298","420102017000",1326A
"1299","420102017000",1329A
"1300","420102017000",1328A
"1301","420102400000",1333A
"1302","420102400000",1334A
"1303","420102400000",1332A
"1304","420102400000",1325A
"1305","420102400000",1330A
"1306","420102400000",1327A
"1307","420102400000",1331A
"1308","420102400000",1326A
"1309","420102400000",1329A
"1310","420102400000",1328A
"1311","420115007000",1333A
"1312","420115007000",1334A
"1313","420115007000",1332A
"1314","420115007000",1325A
"1315","420115007000",1330A
"1316","420115007000",1327A
"1317","420115007000",1331A
"1318","420115007000",1326A
"1319","420115007000",1329A
"1320","420115007000",1328A
"1321","420115010000",1333A
"1322","420115010000",1334A
"1323","420115010000",1332A
"1324","420115010000",1325A
"1325","420115010000",1330A
"1326","420115010000",1327A
"1327","420115010000",1331A
"1328","420115010000",1326A
"1329","420115010000",1329A
"1330","420115010000",1328A
"1331","420115089000",1333A
"1332","420115089000",1334A
"1333","420115089000",1332A
"1334","420115089000",1325A
"1335","420115089000",1330A
"1336","420115089000",1327A
"1337","420115089000",1331A
"1338","420115089000",1326A
"1339","420115089000",1329A
"1340","420115089000",1328A
"1341","420115016000",1333A
"1342","420115016000",1334A
"1343","420115016000",1332A
"1344","420115016000",1325A
"1345","420115016000",1330A
"1346","420115016000",1327A
"1347","420115016000",1331A
"1348","420115016000",1326A
"1349","420115016000",1329A
"1350","420115016000",1328A
"1351","420115404000",1333A
"1352","420115404000",1334A
"1353","420115404000",1332A
"1354","420115404000",1325A
"1355","420115404000",1330A
"1356","420115404000",1327A
"1357","420115404000",1331A
"1358","420115404000",1326A
"1359","420115404000",1329A
"1360","420115404000",1328A
"1361","420115403000",1333A
"1362","420115403000",1334A
"1363","420115403000",1332A
"1364","420115403000",1325A
"1365","420115403000",1330A
"1366","420115403000",1327A
"1367","420115403000",1331A
"1368","420115403000",1326A
"1369","420115403000",1329A
"1370","420115403000",1328A
"1371","420115001000",1333A
"1372","420115001000",1334A
"1373","420115001000",1332A
"1374","420115001000",1325A
"1375","420115001000",1330A
"1376","420115001000",1327A
"1377","420115001000",1331A
"1378","420115001000",1326A
"1379","420115001000",1329A
"1380","420115001000",1328A
"1381","420115002000",1333A
"1382","420115002000",1334A
"1383","420115002000",1332A
"1384","420115002000",1325A
"1385","420115002000",1330A
"1386","420115002000",1327A
"1387","420115002000",1331A
"1388","420115002000",1326A
"1389","420115002000",1329A
"1390","420115002000",1328A
"1391","420115405000",1333A
"1392","420115405000",1334A
"1393","420115405000",1332A
"1394","420115405000",1325A
"1395","420115405000",1330A
"1396","420115405000",1327A
"1397","420115405000",1331A
"1398","420115405000",1326A
"1399","420115405000",1329A
"1400","420115405000",1328A
"1401","420111001000",1333A
"1402","420111001000",1334A
"1403","420111001000",1332A
"1404","420111001000",1325A
"1405","420111001000",1330A
"1406","420111001000",1327A
"1407","420111001000",1331A
"1408","420111001000",1326A
"1409","420111001000",1329A
"1410","420111001000",1328A
"1411","420111083000",1333A
"1412","420111083000",1334A
"1413","420111083000",1332A
"1414","420111083000",1325A
"1415","420111083000",1330A
"1416","420111083000",1327A
"1417","420111083000",1331A
"1418","420111083000",1326A
"1419","420111083000",1329A
"1420","420111083000",1328A
"1421","420105004000",1333A
"1422","420105004000",1334A
"1423","420105004000",1332A
"1424","420105004000",1325A
"1425","420105004000",1330A
"1426","420105004000",1327A
"1427","420105004000",1331A
"1428","420105004000",1326A
"1429","420105004000",1329A
"1430","420105004000",1328A
"1431","420105002000",1333A
"1432","420105002000",1334A
"1433","420105002000",1332A
"1434","420105002000",1325A
"1435","420105002000",1330A
"1436","420105002000",1327A
"1437","420105002000",1331A
"1438","420105002000",1326A
"1439","420105002000",1329A
"1440","420105002000",1328A
"1441","420111491000",1333A
"1442","420111491000",1334A
"1443","420111491000",1332A
"1444","420111491000",1325A
"1445","420111491000",1330A
"1446","420111491000",1327A
"1447","420111491000",1331A
"1448","420111491000",1326A
"1449","420111491000",1329A
"1450","420111491000",1328A
"1451","420115401000",1333A
"1452","420115401000",1334A
"1453","420115401000",1332A
"1454","420115401000",1325A
"1455","420115401000",1330A
"1456","420115401000",1327A
"1457","420115401000",1331A
"1458","420115401000",1326A
"1459","420115401000",1329A
"1460","420115401000",1328A
"1461","420107009000",1333A
"1462","420107009000",1334A
"1463","420107009000",1332A
"1464","420107009000",1325A
"1465","420107009000",1330A
"1466","420107009000",1327A
"1467","420107009000",1331A
"1468","420107009000",1326A
"1469","420107009000",1329A
"1470","420107009000",1328A
"1471","420106490000",1333A
"1472","420106490000",1334A
"1473","420106490000",1332A
"1474","420106490000",1325A
"1475","420106490000",1330A
"1476","420106490000",1327A
"1477","420106490000",1331A
"1478","420106490000",1326A
"1479","420106490000",1329A
"1480","420106490000",1328A
"1481","420107007000",1333A
"1482","420107007000",1334A
"1483","420107007000",1332A
"1484","420107007000",1325A
"1485","420107007000",1330A
"1486","420107007000",1327A
"1487","420107007000",1331A
"1488","420107007000",1326A
"1489","420107007000",1329A
"1490","420107007000",1328A
"1491","420111082000",1333A
"1492","420111082000",1334A
"1493","420111082000",1332A
"1494","420111082000",1325A
"1495","420111082000",1330A
"1496","420111082000",1327A
"1497","420111082000",1331A
"1498","420111082000",1326A
"1499","420111082000",1329A
"1500","420111082000",1328A
"1501","420114002000",1333A
"1502","420114002000",1334A
"1503","420114002000",1332A
"1504","420114002000",1325A
"1505","420114002000",1330A
"1506","420114002000",1327A
"1507","420114002000",1331A
"1508","420114002000",1326A
"1509","420114002000",1329A
"1510","420114002000",1328A
"1511","420114006000",1333A
"1512","420114006000",1334A
"1513","420114006000",1332A
"1514","420114006000",1325A
"1515","420114006000",1330A
"1516","420114006000",1327A
"1517","420114006000",1331A
"1518","420114006000",1326A
"1519","420114006000",1329A
"1520","420114006000",1328A
"1521","420114008000",1333A
"1522","420114008000",1334A
"1523","420114008000",1332A
"1524","420114008000",1325A
"1525","420114008000",1330A
"1526","420114008000",1327A
"1527","420114008000",1331A
"1528","420114008000",1326A
"1529","420114008000",1329A
"1530","420114008000",1328A
"1531","420111006000",1333A
"1532","420111006000",1334A
"1533","420111006000",1332A
"1534","420111006000",1325A
"1535","420111006000",1330A
"1536","420111006000",1327A
"1537","420111006000",1331A
"1538","420111006000",1326A
"1539","420111006000",1329A
"1540","420111006000",1328A
"1541","420105010000",1333A
"1542","420105010000",1334A
"1543","420105010000",1332A
"1544","420105010000",1325A
"1545","420105010000",1330A
"1546","420105010000",1327A
"1547","420105010000",1331A
"1548","420105010000",1326A
"1549","420105010000",1329A
"1550","420105010000",1328A
"1551","420105009000",1333A
"1552","420105009000",1334A
"1553","420105009000",1332A
"1554","420105009000",1325A
"1555","420105009000",1330A
"1556","420105009000",1327A
"1557","420105009000",1331A
"1558","420105009000",1326A
"1559","420105009000",1329A
"1560","420105009000",1328A
"1561","420105008000",1333A
"1562","420105008000",1334A
"1563","420105008000",1332A
"1564","420105008000",1325A
"1565","420105008000",1330A
"1566","420105008000",1327A
"1567","420105008000",1331A
"1568","420105008000",1326A
"1569","420105008000",1329A
"1570","420105008000",1328A
"1571","420111003000",1333A
"1572","420111003000",1334A
"1573","420111003000",1332A
"1574","420111003000",1325A
"1575","420111003000",1330A
"1576","420111003000",1327A
"1577","420111003000",1331A
"1578","420111003000",1326A
"1579","420111003000",1329A
"1580","420111003000",1328A
"1581","420106011000",1333A
"1582","420106011000",1334A
"1583","420106011000",1332A
"1584","420106011000",1325A
"1585","420106011000",1330A
"1586","420106011000",1327A
"1587","420106011000",1331A
"1588","420106011000",1326A
"1589","420106011000",1329A
"1590","420106011000",1328A
"1591","420106012000",1333A
"1592","420106012000",1334A
"1593","420106012000",1332A
"1594","420106012000",1325A
"1595","420106012000",1330A
"1596","420106012000",1327A
"1597","420106012000",1331A
"1598","420106012000",1326A
"1599","420106012000",1329A
"1600","420106012000",1328A
"1601","420111205000",1333A
"1602","420111205000",1334A
"1603","420111205000",1332A
"1604","420111205000",1325A
"1605","420111205000",1330A
"1606","420111205000",1327A
"1607","420111205000",1331A
"1608","420111205000",1326A
"1609","420111205000",1329A
"1610","420111205000",1328A
"1611","420116201000",1333A
"1612","420116201000",1334A
"1613","420116201000",1332A
"1614","420116201000",1325A
"1615","420116201000",1330A
"1616","420116201000",1327A
"1617","420116201000",1331A
"1618","420116201000",1326A
"1619","420116201000",1329A
"1620","420116201000",1328A
"1621","420114001000",1333A
"1622","420114001000",1334A
"1623","420114001000",1332A
"1624","420114001000",1325A
"1625","420114001000",1330A
"1626","420114001000",1327A
"1627","420114001000",1331A
"1628","420114001000",1326A
"1629","420114001000",1329A
"1630","420114001000",1328A
"1631","420106003000",1333A
"1632","420106003000",1334A
"1633","420106003000",1332A
"1634","420106003000",1325A
"1635","420106003000",1330A
"1636","420106003000",1327A
"1637","420106003000",1331A
"1638","420106003000",1326A
"1639","420106003000",1329A
"1640","420106003000",1328A
"1641","420111008000",1333A
"1642","420111008000",1334A
"1643","420111008000",1332A
"1644","420111008000",1325A
"1645","420111008000",1330A
"1646","420111008000",1327A
"1647","420111008000",1331A
"1648","420111008000",1326A
"1649","420111008000",1329A
"1650","420111008000",1328A
"1651","420106002000",1333A
"1652","420106002000",1334A
"1653","420106002000",1332A
"1654","420106002000",1325A
"1655","420106002000",1330A
"1656","420106002000",1327A
"1657","420106002000",1331A
"1658","420106002000",1326A
"1659","420106002000",1329A
"1660","420106002000",1328A
"1661","420111005000",1333A
"1662","420111005000",1334A
"1663","420111005000",1332A
"1664","420111005000",1325A
"1665","420111005000",1330A
"1666","420111005000",1327A
"1667","420111005000",1331A
"1668","420111005000",1326A
"1669","420111005000",1329A
"1670","420111005000",1328A
"1671","420111007000",1333A
"1672","420111007000",1334A
"1673","420111007000",1332A
"1674","420111007000",1325A
"1675","420111007000",1330A
"1676","420111007000",1327A
"1677","420111007000",1331A
"1678","420111007000",1326A
"1679","420111007000",1329A
"1680","420111007000",1328A
"1681","420111007000",1333A
"1682","420111007000",1334A
"1683","420111007000",1332A
"1684","420111007000",1325A
"1685","420111007000",1330A
"1686","420111007000",1327A
"1687","420111007000",1331A
"1688","420111007000",1326A
"1689","420111007000",1329A
"1690","420111007000",1328A
"1691","420115080000",1333A
"1692","420115080000",1334A
"1693","420115080000",1332A
"1694","420115080000",1325A
"1695","420115080000",1330A
"1696","420115080000",1327A
"1697","420115080000",1331A
"1698","420115080000",1326A
"1699","420115080000",1329A
"1700","420115080000",1328A
"1701","420115402000",1333A
"1702","420115402000",1334A
"1703","420115402000",1332A
"1704","420115402000",1325A
"1705","420115402000",1330A
"1706","420115402000",1327A
"1707","420115402000",1331A
"1708","420115402000",1326A
"1709","420115402000",1329A
"1710","420115402000",1328A
"1711","420115086000",1333A
"1712","420115086000",1334A
"1713","420115086000",1332A
"1714","420115086000",1325A
"1715","420115086000",1330A
"1716","420115086000",1327A
"1717","420115086000",1331A
"1718","420115086000",1326A
"1719","420115086000",1329A
"1720","420115086000",1328A
"1721","420111080000",1333A
"1722","420111080000",1334A
"1723","420111080000",1332A
"1724","420111080000",1325A
"1725","420111080000",1330A
"1726","420111080000",1327A
"1727","420111080000",1331A
"1728","420111080000",1326A
"1729","420111080000",1329A
"1730","420111080000",1328A
"1731","420111080000",1333A
"1732","420111080000",1334A
"1733","420111080000",1332A
"1734","420111080000",1325A
"1735","420111080000",1330A
"1736","420111080000",1327A
"1737","420111080000",1331A
"1738","420111080000",1326A
"1739","420111080000",1329A
"1740","420111080000",1328A
"1741","420111002000",1333A
"1742","420111002000",1334A
"1743","420111002000",1332A
"1744","420111002000",1325A
"1745","420111002000",1330A
"1746","420111002000",1327A
"1747","420111002000",1331A
"1748","420111002000",1326A
"1749","420111002000",1329A
"1750","420111002000",1328A
"1751","420111002000",1333A
"1752","420111002000",1334A
"1753","420111002000",1332A
"1754","420111002000",1325A
"1755","420111002000",1330A
"1756","420111002000",1327A
"1757","420111002000",1331A
"1758","420111002000",1326A
"1759","420111002000",1329A
"1760","420111002000",1328A
