城市,监测点,监测点代码,日期,aqi,PM2_5,pm10,co,no2,o3,so2,空气质量等级,首要污染物
武汉,东湖高新,1332A,2017/11/16,143,107,130,1.38,70,28,15,轻度污染,细颗粒物(PM2.5)
武汉,东湖高新,1332A,2017/11/17,127,95,115,1.4,55,9,8,轻度污染,细颗粒物(PM2.5)
武汉,东湖高新,1332A,2017/11/18,80,50,91,1.31,53,27,14,良,颗粒物(PM10)
武汉,东湖高新,1332A,2017/11/19,66,43,81,0.95,53,15,12,良,颗粒物(PM10)
武汉,东湖高新,1332A,2017/11/20,68,47,80,1.01,53,36,15,良,细颗粒物(PM2.5)
武汉,东湖高新,1332A,2017/11/21,81,58,101,0.87,68,17,13,良,细颗粒物(PM2.5)
武汉,东湖高新,1332A,2017/11/22,96,56,119,0.94,55,25,13,良,细颗粒物(PM2.5)
武汉,东湖高新,1332A,2017/11/23,99,53,150,1.25,74,21,22,良,颗粒物(PM10)
武汉,东湖高新,1332A,2017/11/24,107,64,162,0.93,79,24,17,轻度污染,颗粒物(PM10)
武汉,东湖高新,1332A,2017/11/25,101,63,153,0.82,84,26,20,轻度污染,颗粒物(PM10)
武汉,东湖高新,1332A,2017/11/26,116,81,167,1.03,97,23,17,轻度污染,细颗粒物(PM2.5)
武汉,东湖高新,1332A,2017/11/27,126,93,161,1.37,93,31,23,轻度污染,细颗粒物(PM2.5)
武汉,东湖高新,1332A,2017/11/28,130,99,136,1.29,83,14,20,轻度污染,细颗粒物(PM2.5)
武汉,东湖高新,1332A,2017/11/29,165,125,134,1.37,58,29,19,中度污染,细颗粒物(PM2.5)
武汉,东湖高新,1332A,2017/11/30,53,37,51,0.85,35,7,5,良,细颗粒物(PM2.5)
武汉,东湖高新,1332A,2017/12/1,73,53,71,0.83,41,10,10,良,细颗粒物(PM2.5)
武汉,东湖高新,1332A,2017/12/2,90,66,87,0.88,51,26,10,良,细颗粒物(PM2.5)
武汉,东湖高新,1332A,2017/12/3,118,89,127,1.31,83,8,12,轻度污染,细颗粒物(PM2.5)
武汉,东湖高新,1332A,2017/12/4,226,180,188,1.9,66,28,18,重度污染,细颗粒物(PM2.5)
武汉,东湖高新,1332A,2017/12/5,155,162,154,2.11,72,31,26,中度污染,细颗粒物(PM2.5)
武汉,东湖高新,1332A,2017/12/6,173,131,172,1.54,80,13,24,中度污染,细颗粒物(PM2.5)
武汉,东湖高新,1332A,2017/12/7,137,103,133,1.25,73,16,23,轻度污染,细颗粒物(PM2.5)
武汉,东湖高新,1332A,2017/12/8,120,87,129,1.66,60,29,27,轻度污染,细颗粒物(PM2.5)
武汉,东湖高新,1332A,2017/12/9,89,61,122,1.08,64,30,16,良,细颗粒物(PM2.5)
武汉,东湖高新,1332A,2017/12/10,115,72,161,1.4,80,23,23,轻度污染,颗粒物(PM10)
武汉,东湖高新,1332A,2017/12/11,97,54,144,1.18,83,22,21,良,颗粒物(PM10)
武汉,东湖高新,1332A,2017/12/12,98,67,131,1.4,69,9,29,良,颗粒物(PM10)
武汉,东湖高新,1332A,2017/12/13,108,81,102,1.86,51,4,25,轻度污染,细颗粒物(PM2.5)
武汉,东湖高新,1332A,2017/12/14,69,50,48,1.09,36,7,8,良,细颗粒物(PM2.5)
武汉,东湖高新,1332A,2017/12/15,67,48,64,0.85,28,11,4,良,细颗粒物(PM2.5)
武汉,东湖高新,1332A,2017/12/16,123,93,110,1.03,36,36,11,轻度污染,细颗粒物(PM2.5)
武汉,东湖高新,1332A,2017/12/17,95,70,105,1.18,60,27,20,良,细颗粒物(PM2.5)
武汉,东湖高新,1332A,2017/12/18,103,74,132,0.94,74,22,13,轻度污染,细颗粒物(PM2.5)
武汉,东湖高新,1332A,2017/12/19,125,93,179,1.7,103,15,23,轻度污染,细颗粒物(PM2.5)
武汉,东湖高新,1332A,2017/12/20,113,85,136,1.06,80,27,16,轻度污染,细颗粒物(PM2.5)
武汉,东湖高新,1332A,2017/12/21,133,93,181,1.27,112,22,19,轻度污染,细颗粒物(PM2.5)
武汉,东湖高新,1332A,2017/12/22,116,85,165,1.39,95,25,28,轻度污染,细颗粒物(PM2.5)
武汉,东湖高新,1332A,2017/12/23,159,121,226,1.53,116,4,27,中度污染,细颗粒物(PM2.5)
武汉,东湖高新,1332A,2017/12/24,187,145,208,1.47,84,30,19,中度污染,细颗粒物(PM2.5)
武汉,东湖高新,1332A,2017/12/25,97,55,138,1.07,77,26,21,良,颗粒物(PM10)
武汉,东湖高新,1332A,2017/12/26,117,81,181,1.53,99,21,34,轻度污染,颗粒物(PM10)
武汉,东湖高新,1332A,2017/12/27,135,102,178,1.23,86,16,36,轻度污染,细颗粒物(PM2.5)
武汉,东湖高新,1332A,2017/12/28,196,150,201,1.45,61,10,20,中度污染,细颗粒物(PM2.5)
武汉,东湖高新,1332A,2017/12/29,141,144,135,1.64,74,9,13,轻度污染,细颗粒物(PM2.5)
武汉,东湖高新,1332A,2017/12/30,180,150,248,1.6,67,34,19,中度污染,细颗粒物(PM2.5)
武汉,东湖高新,1332A,2017/12/31,172,128,225,1.68,72,27,17,中度污染,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/1/1,138,105,153,1.59,93,10,30,轻度污染,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/1/2,155,118,155,1.27,84,20,15,中度污染,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/1/3,205,157,197,1.66,96,21,22,重度污染,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/1/4,240,192,281,2.19,89,8,14,重度污染,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/1/5,37,22,25,1.67,40,12,4,优,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/1/6,19,13,15,0.65,24,32,4,优,
武汉,汉口江滩,1331A,2017/1/7,40,27,32,0.94,29,13,5,优,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/1/8,80,58,76,1.22,35,40,10,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/1/9,135,103,117,1.75,39,44,20,轻度污染,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/1/10,111,84,97,1.32,21,62,11,轻度污染,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/1/11,148,112,112,1.44,25,28,12,轻度污染,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/1/12,129,97,102,1.27,39,28,11,轻度污染,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/1/13,114,85,112,1.42,60,10,10,轻度污染,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/1/14,81,59,86,0.93,36,40,18,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/1/15,64,41,77,0.9,33,35,14,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/1/16,84,62,86,1.06,35,40,15,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/1/17,86,63,91,0.91,46,24,12,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/1/18,117,88,97,1,29,22,13,轻度污染,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/1/19,138,104,127,1.09,20,47,13,轻度污染,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/1/20,81,43,107,0.82,23,59,15,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/1/21,82,54,113,1.08,63,29,16,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/1/22,126,95,148,1.43,75,30,18,轻度污染,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/1/23,109,82,120,1.33,65,41,23,轻度污染,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/1/24,77,56,81,1.11,47,62,18,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/1/25,100,75,89,1.17,59,36,10,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/1/26,82,60,76,1.28,63,38,12,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/1/27,171,123,230,1.4,35,58,16,中度污染,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/1/28,183,139,185,1.72,38,54,21,中度污染,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/1/29,149,113,137,1.48,22,41,12,轻度污染,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/1/30,136,102,117,1.59,18,61,13,轻度污染,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/1/31,84,61,76,1.32,25,46,9,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/2/1,76,56,59,1.17,17,39,5,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/2/2,87,64,0,1.28,25,32,5,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/2/3,83,61,0,1.59,39,9,5,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/2/4,57,41,39,1.37,34,11,7,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/2/5,78,57,71,1.4,40,22,7,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/2/6,105,79,102,1.5,45,26,9,轻度污染,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/2/7,61,44,56,0.87,26,49,7,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/2/8,60,44,18,0.85,22,58,5,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/2/9,107,81,81,1.18,43,51,11,轻度污染,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/2/10,77,54,77,1,54,52,17,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/2/11,62,42,68,1.06,72,40,24,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/2/12,92,67,96,1.09,101,33,17,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/2/13,92,65,103,1.34,103,33,28,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/2/14,72,50,89,1.05,90,38,20,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/2/15,113,82,147,1.35,130,23,26,轻度污染,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/2/16,121,89,153,1.2,99,50,20,轻度污染,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/2/17,215,174,216,1.5,52,33,12,重度污染,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/2/18,140,106,132,1.38,69,19,14,轻度污染,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/2/19,181,138,180,1.63,84,20,14,中度污染,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/2/20,136,100,156,1.38,45,32,12,轻度污染,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/2/21,41,18,47,0.85,29,34,5,优,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/2/22,81,59,69,1.13,39,33,8,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/2/23,79,58,63,1.21,53,42,13,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/2/24,74,54,74,1.13,72,42,14,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/2/25,86,63,88,1.07,90,42,19,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/2/26,94,69,113,1.19,110,29,16,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/2/27,97,67,121,1.33,110,35,29,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/2/28,97,71,111,1.26,97,54,26,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/3/1,97,51,122,1.01,64,54,12,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/3/2,76,25,101,0.9,52,57,16,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/3/3,76,42,102,1.18,84,39,29,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/3/4,97,70,124,1.25,83,16,16,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/3/5,76,55,71,0.96,51,35,8,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/3/6,268,234,233,1.85,73,38,13,重度污染,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/3/7,184,144,161,1.68,81,56,15,中度污染,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/3/8,106,80,113,1.16,74,63,19,轻度污染,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/3/9,103,77,130,1.4,107,43,30,轻度污染,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/3/10,77,56,84,1.08,61,60,17,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/3/11,107,80,123,1.31,97,11,16,轻度污染,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/3/12,72,53,68,0.99,56,47,8,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/3/13,31,20,23,0.84,20,72,4,优,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/3/14,54,28,59,1.03,40,63,12,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/3/15,62,41,65,0.99,55,51,17,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/3/16,100,75,93,1.35,74,35,14,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/3/17,100,73,97,1.17,85,25,10,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/3/18,125,94,130,1,65,24,9,轻度污染,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/3/19,103,77,68,1.2,69,9,9,轻度污染,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/3/20,57,40,38,0.79,33,47,4,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/3/21,69,50,55,0.9,50,44,7,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/3/22,43,30,41,0.95,53,46,4,优,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/3/23,60,42,52,1.13,43,35,5,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/3/24,48,34,49,0.86,43,30,4,优,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/3/25,78,44,90,0.93,70,22,10,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/3/26,104,34,159,0.78,92,28,12,轻度污染,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/3/27,102,42,153,0.8,100,42,14,轻度污染,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/3/28,88,45,122,0.74,82,45,17,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/3/29,105,76,123,0.88,49,67,14,轻度污染,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/3/30,83,61,81,1.03,41,61,9,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/3/31,53,36,50,0.69,33,87,6,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/4/1,91,68,90,0.92,74,56,10,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/4/2,73,43,84,0.93,87,59,14,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/4/3,82,54,114,1.26,73,59,33,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/4/4,87,62,105,1.23,86,21,21,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/4/5,93,69,85,1.31,64,19,7,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/4/6,42,28,41,1.08,46,25,5,优,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/4/7,61,40,70,1.38,61,28,7,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/4/8,57,39,78,1.73,54,46,7,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/4/9,25,4,10,0.99,15,81,4,优,
武汉,汉口江滩,1331A,2017/4/10,23,7,14,0.7,22,64,4,优,
武汉,汉口江滩,1331A,2017/4/11,56,38,57,1.13,39,54,7,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/4/12,63,39,74,1.28,77,38,8,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/4/13,72,43,90,1.2,93,46,10,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/4/14,76,40,99,1.05,79,52,9,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/4/15,85,53,115,1.34,78,50,17,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/4/16,79,58,103,1.46,67,20,5,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/4/17,48,15,57,0.7,39,53,6,优,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/4/18,80,30,110,0.88,71,36,10,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/4/19,98,49,146,1.21,72,24,8,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/4/20,65,25,81,0.88,30,44,7,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/4/21,77,29,103,0.85,47,26,8,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/4/22,79,32,109,0.83,70,47,11,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/4/23,83,37,116,0.85,88,61,10,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/4/24,82,44,109,0.95,77,69,19,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/4/25,75,50,112,0.99,63,48,9,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/4/26,75,50,84,1.05,27,76,6,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/4/27,56,26,62,0.83,46,104,10,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/4/28,71,36,92,0.84,96,65,11,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/4/29,70,33,87,0.73,98,62,14,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/4/30,80,41,102,0.78,90,71,14,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/5/1,84,58,96,1.06,78,30,9,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/5/2,62,38,70,0.9,60,59,8,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/5/3,43,26,43,0.79,29,64,6,优,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/5/4,33,13,33,0.76,30,61,5,优,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/5/5,76,32,105,0.84,48,74,8,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/5/6,418,157,591,0.76,52,54,13,严重污染,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/5/7,184,101,289,1.1,59,18,9,中度污染,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/5/8,50,26,67,0.69,38,54,5,优,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/5/9,58,29,72,0.79,61,45,7,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/5/10,78,40,105,1.01,90,47,9,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/5/11,85,58,135,1.28,64,39,8,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/5/12,47,19,54,0.65,44,69,6,优,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/5/13,66,28,83,0.81,80,56,6,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/5/14,104,61,156,1.33,71,77,8,轻度污染,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/5/15,62,36,78,0.88,39,79,5,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/5/16,64,35,78,0.89,41,70,6,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/5/17,76,36,91,0.94,64,84,8,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/5/18,96,57,122,1.19,63,87,10,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/5/19,89,65,108,1.24,52,47,7,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/5/20,103,76,131,1.34,46,73,7,轻度污染,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/5/21,78,51,101,1.1,49,69,7,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/5/22,51,32,49,0.98,31,45,5,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/5/23,26,11,25,0.91,21,51,5,优,
武汉,汉口江滩,1331A,2017/5/24,44,17,44,0.8,19,97,5,优,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/5/25,57,22,65,0.82,49,73,8,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/5/26,79,46,105,0.95,65,52,7,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/5/27,77,25,100,0.93,55,68,9,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/5/28,99,26,148,1.08,34,65,9,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/5/29,94,36,133,1.08,49,74,11,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/5/30,92,51,134,1.17,115,44,10,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/5/31,80,49,109,1.04,79,52,7,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/6/1,60,24,77,0.91,54,65,6,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/6/2,78,46,102,1.61,77,66,7,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/6/3,85,49,117,1.2,56,100,7,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/6/4,75,34,101,1.03,23,103,6,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/6/5,33,18,36,0.99,33,63,5,优,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/6/6,31,11,27,0.88,26,79,6,优,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/6/7,55,22,51,1.07,64,84,7,良,二氧化氮
武汉,汉口江滩,1331A,2017/6/8,59,31,70,1.21,57,77,8,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/6/9,51,31,57,1.05,49,19,8,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/6/10,41,24,42,0.87,33,35,5,优,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/6/11,37,20,37,0.79,45,46,5,优,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/6/12,35,18,31,0.95,60,16,5,优,
武汉,汉口江滩,1331A,2017/6/13,31,15,30,0.86,36,41,4,优,
武汉,汉口江滩,1331A,2017/6/14,51,26,54,0.77,40,62,5,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/6/15,52,33,54,0.92,54,38,5,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/6/16,53,29,60,0.83,49,77,7,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/6/17,71,42,84,0.89,85,60,6,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/6/18,54,33,59,0.9,48,83,7,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/6/19,61,34,71,0.97,67,37,6,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/6/20,71,48,90,0.99,81,54,6,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/6/21,68,44,87,0.93,55,62,5,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/6/22,57,24,65,0.94,67,44,4,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/6/23,43,24,53,0.92,44,40,1,优,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/6/24,61,33,75,1.88,76,19,2,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/6/25,65,38,77,0.96,70,42,1,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/6/26,54,31,61,0.9,71,38,1,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/6/27,46,22,46,0.76,45,83,2,优,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/6/28,56,28,58,0.86,46,102,1,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/6/29,55,26,62,0.97,44,70,2,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/6/30,21,8,17,0.8,27,38,1,优,
武汉,汉口江滩,1331A,2017/7/1,19,7,15,0.79,27,21,1,优,
武汉,汉口江滩,1331A,2017/7/2,31,15,31,0.75,38,44,1,优,
武汉,汉口江滩,1331A,2017/7/3,53,26,53,1.09,37,71,1,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/7/4,43,18,43,0.92,31,45,1,优,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/7/5,41,15,42,0.8,34,35,1,优,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/7/6,45,17,46,0.77,34,40,1,优,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/7/7,47,12,48,0.63,44,29,2,优,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/7/8,41,12,41,0.67,38,29,1,优,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/7/9,29,9,28,0.67,31,19,1,优,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/7/10,33,14,33,0.68,45,47,1,优,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/7/11,33,14,34,0.65,30,45,2,优,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/7/12,35,11,36,0.62,27,44,2,优,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/7/13,50,18,53,0.7,41,55,2,优,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/7/14,46,17,48,0.65,48,46,2,优,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/7/15,56,20,62,0.7,54,53,2,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/7/16,54,21,60,0.7,62,48,2,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/7/17,59,21,68,0.74,68,43,2,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/7/18,49,21,54,0.68,52,50,2,优,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/7/19,41,11,40,0.57,33,44,2,优,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/7/20,41,9,42,0.55,24,55,2,优,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/7/21,49,11,52,0.6,38,54,2,优,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/7/22,60,21,71,0.7,61,76,2,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/7/23,66,27,82,0.8,83,62,2,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/7/24,67,31,84,0.77,67,51,2,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/7/25,93,41,121,1.14,88,86,3,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/7/26,79,37,105,0.93,76,70,2,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/7/27,82,48,107,0.97,61,102,2,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/7/28,89,57,123,1.18,54,66,1,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/7/29,83,60,103,1.53,33,90,1,良,细颗粒物(PM2.5)
武汉,汉口江滩,1331A,2017/7/30,65,39,77,1,18,79,1,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/7/31,46,21,47,0.92,18,64,1,优,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/8/1,23,14,22,0.8,26,35,1,优,
武汉,汉口江滩,1331A,2017/8/2,22,12,21,0.83,26,46,1,优,
武汉,汉口江滩,1331A,2017/8/3,50,22,52,1,68,51,1,优,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/8/4,58,29,68,1.09,70,45,1,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/8/5,69,39,88,1.24,75,48,1,良,颗粒物(PM10)
武汉,汉口江滩,1331A,2017/8/6,56,27,63,0.83,52,71,1,良,颗粒物(PM10)
