wkt_geom,fid,InputID,TargetID,Distance,Busstops_Count_Pointsdensity,Company_Count_Pointsdensity,Daily_Count_Pointsdensity,Green_Count_Densitypoints,Hospital_Count_Pointsdensity,Restuarant_Count_Pointsdensity,Sample_Count_Pointsdensity,Shops_Count_Pointsdensity,Subway_Count_Pointsdensity,Merged_pm25mean,Merged_pm10mean,Merged_no2mean,Merged_so2mean,Education_Count_Pointsdensity,Carroads_Roadensity
"MultiPoint ((114.25827400000000011 30.55532499999999985),(114.49828201071269973 30.60737672495128336))",1468,4.20107E+11,1326A,23733.52401,1.13E-06,3.52E-06,2.30E-06,1.11E-07,1.61E-06,3.32E-07,1.94E-07,3.32E-07,0,49.46027397,84.0739726,51.39452055,9.263013699,1.38E-06,17.246
"MultiPoint ((114.3843389999999971 30.51554900000000004),(114.42686393364702724 30.55692256513650662))",1443,4.20111E+11,1332A,6139.328753,2.76E-06,5.38E-06,2.85E-06,3.73E-06,1.46E-06,6.00E-07,8.57E-08,6.00E-07,0,53.69041096,101.7643836,48.03835616,10.86027397,4.80E-06,30.161
"MultiPoint ((113.83930180000000121 30.32458189999999831),(114.42686393364702724 30.55692256513650662))",1442,4.20111E+11,1334A,62038.99327,2.76E-06,5.38E-06,2.85E-06,3.73E-06,1.46E-06,6.00E-07,8.57E-08,6.00E-07,0,46.75616438,69.62739726,20.14794521,8.797260274,4.80E-06,30.161
"MultiPoint ((114.13591800000000376 30.62591507000000135),(114.42686393364702724 30.55692256513650662))",1441,4.20111E+11,1333A,28933.61324,2.76E-06,5.38E-06,2.85E-06,3.73E-06,1.46E-06,6.00E-07,8.57E-08,6.00E-07,0,54.12328767,89.73424658,46.28493151,8.276712329,4.80E-06,30.161
"MultiPoint ((114.26286864298816681 30.55032823908705808),(114.30494500000000357 30.53393900000000016))",1440,4.20105E+11,1328A,4427.529383,3.36E-05,4.66E-05,5.68E-05,5.09E-06,3.82E-05,7.35E-06,1.50E-05,7.35E-06,2.83E-07,48.89315068,85.85753425,55.48219178,11.33150685,4.80E-05,93.556
"MultiPoint ((114.38645699999999295 30.62975099999999884),(114.42686393364702724 30.55692256513650662))",1447,4.20111E+11,1331A,8955.813627,2.76E-06,5.38E-06,2.85E-06,3.73E-06,1.46E-06,6.00E-07,8.57E-08,6.00E-07,0,48.38082192,83.90410959,55.10958904,8.465753425,4.80E-06,30.161
"MultiPoint ((114.29549799999999493 30.6063459999999985),(114.42686393364702724 30.55692256513650662))",1446,4.20111E+11,1327A,13740.18755,2.76E-06,5.38E-06,2.85E-06,3.73E-06,1.46E-06,6.00E-07,8.57E-08,6.00E-07,0,51.30958904,94.24657534,49.78356164,9.367123288,4.80E-06,30.161
"MultiPoint ((114.21022589999999752 30.46695070000000172),(114.42686393364702724 30.55692256513650662))",1445,4.20111E+11,1330A,23062.92093,2.76E-06,5.38E-06,2.85E-06,3.73E-06,1.46E-06,6.00E-07,8.57E-08,6.00E-07,0,53.73972603,83.9260274,53.43013699,8.753424658,4.80E-06,30.161
"MultiPoint ((114.35354139999999745 30.58268419999999921),(114.42686393364702724 30.55692256513650662))",1444,4.20111E+11,1325A,7591.55846,2.76E-06,5.38E-06,2.85E-06,3.73E-06,1.46E-06,6.00E-07,8.57E-08,6.00E-07,0,48.41369863,81.10958904,37.9260274,,4.80E-06,30.161
"MultiPoint ((114.13591800000000376 30.62591507000000135),(114.35156961388662467 30.39214922210104675))",1451,4.20115E+11,1333A,33168.06306,2.40E-06,5.26E-06,1.93E-06,5.21E-08,9.72E-07,4.17E-07,5.90E-07,4.17E-07,0,54.12328767,89.73424658,46.28493151,8.276712329,2.97E-06,18
"MultiPoint ((114.30494500000000357 30.53393900000000016),(114.42686393364702724 30.55692256513650662))",1450,4.20111E+11,1328A,11972.9085,2.76E-06,5.38E-06,2.85E-06,3.73E-06,1.46E-06,6.00E-07,8.57E-08,6.00E-07,0,48.89315068,85.85753425,55.48219178,11.33150685,4.80E-06,30.161
"MultiPoint ((114.39685199999999554 30.61899500000000174),(114.42686393364702724 30.55692256513650662))",1449,4.20111E+11,1329A,7459.28287,2.76E-06,5.38E-06,2.85E-06,3.73E-06,1.46E-06,6.00E-07,8.57E-08,6.00E-07,0,61.99726027,95.99452055,50.93972603,9.561643836,4.80E-06,30.161
"MultiPoint ((114.25827400000000011 30.55532499999999985),(114.42686393364702724 30.55692256513650662))",1448,4.20111E+11,1326A,16176.12123,2.76E-06,5.38E-06,2.85E-06,3.73E-06,1.46E-06,6.00E-07,8.57E-08,6.00E-07,0,49.46027397,84.0739726,51.39452055,9.263013699,4.80E-06,30.161
"MultiPoint ((114.21022589999999752 30.46695070000000172),(114.35156961388662467 30.39214922210104675))",1455,4.20115E+11,1330A,15910.49117,2.40E-06,5.26E-06,1.93E-06,5.21E-08,9.72E-07,4.17E-07,5.90E-07,4.17E-07,0,53.73972603,83.9260274,53.43013699,8.753424658,2.97E-06,18
"MultiPoint ((114.35156961388662467 30.39214922210104675),(114.35354139999999745 30.58268419999999921))",1454,4.20115E+11,1325A,21123.68899,2.40E-06,5.26E-06,1.93E-06,5.21E-08,9.72E-07,4.17E-07,5.90E-07,4.17E-07,0,48.41369863,81.10958904,37.9260274,,2.97E-06,18
"MultiPoint ((114.35156961388662467 30.39214922210104675),(114.3843389999999971 30.51554900000000004))",1453,4.20115E+11,1332A,14037.48906,2.40E-06,5.26E-06,1.93E-06,5.21E-08,9.72E-07,4.17E-07,5.90E-07,4.17E-07,0,53.69041096,101.7643836,48.03835616,10.86027397,2.97E-06,18
"MultiPoint ((113.83930180000000121 30.32458189999999831),(114.35156961388662467 30.39214922210104675))",1452,4.20115E+11,1334A,49814.58432,2.40E-06,5.26E-06,1.93E-06,5.21E-08,9.72E-07,4.17E-07,5.90E-07,4.17E-07,0,46.75616438,69.62739726,20.14794521,8.797260274,2.97E-06,18
"MultiPoint ((114.25479564499553931 30.56319058922595389),(114.38645699999999295 30.62975099999999884))",1427,4.20105E+11,1331A,14624.9091,1.46E-05,5.74E-05,5.62E-06,4.59E-06,3.70E-06,7.40E-07,4.44E-06,7.40E-07,2.96E-07,48.38082192,83.90410959,55.10958904,8.465753425,1.27E-05,68.343
"MultiPoint ((114.25479564499553931 30.56319058922595389),(114.29549799999999493 30.6063459999999985))",1426,4.20105E+11,1327A,6175.01112,1.46E-05,5.74E-05,5.62E-06,4.59E-06,3.70E-06,7.40E-07,4.44E-06,7.40E-07,2.96E-07,51.30958904,94.24657534,49.78356164,9.367123288,1.27E-05,68.343
"MultiPoint ((114.21022589999999752 30.46695070000000172),(114.25479564499553931 30.56319058922595389))",1425,4.20105E+11,1330A,11494.97372,1.46E-05,5.74E-05,5.62E-06,4.59E-06,3.70E-06,7.40E-07,4.44E-06,7.40E-07,2.96E-07,53.73972603,83.9260274,53.43013699,8.753424658,1.27E-05,68.343
"MultiPoint ((114.25479564499553931 30.56319058922595389),(114.35354139999999745 30.58268419999999921))",1424,4.20105E+11,1325A,9715.803511,1.46E-05,5.74E-05,5.62E-06,4.59E-06,3.70E-06,7.40E-07,4.44E-06,7.40E-07,2.96E-07,48.41369863,81.10958904,37.9260274,,1.27E-05,68.343
"MultiPoint ((114.13591800000000376 30.62591507000000135),(114.26286864298816681 30.55032823908705808))",1431,4.20105E+11,1333A,14781.0006,3.36E-05,4.66E-05,5.68E-05,5.09E-06,3.82E-05,7.35E-06,1.50E-05,7.35E-06,2.83E-07,54.12328767,89.73424658,46.28493151,8.276712329,4.80E-05,93.556
"MultiPoint ((114.25479564499553931 30.56319058922595389),(114.30494500000000357 30.53393900000000016))",1430,4.20105E+11,1328A,5802.635254,1.46E-05,5.74E-05,5.62E-06,4.59E-06,3.70E-06,7.40E-07,4.44E-06,7.40E-07,2.96E-07,48.89315068,85.85753425,55.48219178,11.33150685,1.27E-05,68.343
"MultiPoint ((114.25479564499553931 30.56319058922595389),(114.39685199999999554 30.61899500000000174))",1429,4.20105E+11,1329A,14963.35641,1.46E-05,5.74E-05,5.62E-06,4.59E-06,3.70E-06,7.40E-07,4.44E-06,7.40E-07,2.96E-07,61.99726027,95.99452055,50.93972603,9.561643836,1.27E-05,68.343
"MultiPoint ((114.25479564499553931 30.56319058922595389),(114.25827400000000011 30.55532499999999985))",1428,4.20105E+11,1326A,933.6703459,1.46E-05,5.74E-05,5.62E-06,4.59E-06,3.70E-06,7.40E-07,4.44E-06,7.40E-07,2.96E-07,49.46027397,84.0739726,51.39452055,9.263013699,1.27E-05,68.343
"MultiPoint ((114.21022589999999752 30.46695070000000172),(114.26286864298816681 30.55032823908705808))",1435,4.20105E+11,1330A,10534.41165,3.36E-05,4.66E-05,5.68E-05,5.09E-06,3.82E-05,7.35E-06,1.50E-05,7.35E-06,2.83E-07,53.73972603,83.9260274,53.43013699,8.753424658,4.80E-05,93.556
"MultiPoint ((114.26286864298816681 30.55032823908705808),(114.35354139999999745 30.58268419999999921))",1434,4.20105E+11,1325A,9409.136212,3.36E-05,4.66E-05,5.68E-05,5.09E-06,3.82E-05,7.35E-06,1.50E-05,7.35E-06,2.83E-07,48.41369863,81.10958904,37.9260274,,4.80E-05,93.556
"MultiPoint ((114.26286864298816681 30.55032823908705808),(114.3843389999999971 30.51554900000000004))",1433,4.20105E+11,1332A,12278.1938,3.36E-05,4.66E-05,5.68E-05,5.09E-06,3.82E-05,7.35E-06,1.50E-05,7.35E-06,2.83E-07,53.69041096,101.7643836,48.03835616,10.86027397,4.80E-05,93.556
"MultiPoint ((113.83930180000000121 30.32458189999999831),(114.26286864298816681 30.55032823908705808))",1432,4.20105E+11,1334A,47768.33948,3.36E-05,4.66E-05,5.68E-05,5.09E-06,3.82E-05,7.35E-06,1.50E-05,7.35E-06,2.83E-07,46.75616438,69.62739726,20.14794521,8.797260274,4.80E-05,93.556
"MultiPoint ((114.26286864298816681 30.55032823908705808),(114.39685199999999554 30.61899500000000174))",1439,4.20105E+11,1329A,14936.59577,3.36E-05,4.66E-05,5.68E-05,5.09E-06,3.82E-05,7.35E-06,1.50E-05,7.35E-06,2.83E-07,61.99726027,95.99452055,50.93972603,9.561643836,4.80E-05,93.556
"MultiPoint ((114.25827400000000011 30.55532499999999985),(114.26286864298816681 30.55032823908705808))",1438,4.20105E+11,1326A,707.9565356,3.36E-05,4.66E-05,5.68E-05,5.09E-06,3.82E-05,7.35E-06,1.50E-05,7.35E-06,2.83E-07,49.46027397,84.0739726,51.39452055,9.263013699,4.80E-05,93.556
"MultiPoint ((114.26286864298816681 30.55032823908705808),(114.38645699999999295 30.62975099999999884))",1437,4.20105E+11,1331A,14765.88139,3.36E-05,4.66E-05,5.68E-05,5.09E-06,3.82E-05,7.35E-06,1.50E-05,7.35E-06,2.83E-07,48.38082192,83.90410959,55.10958904,8.465753425,4.80E-05,93.556
"MultiPoint ((114.26286864298816681 30.55032823908705808),(114.29549799999999493 30.6063459999999985))",1436,4.20105E+11,1327A,6954.376352,3.36E-05,4.66E-05,5.68E-05,5.09E-06,3.82E-05,7.35E-06,1.50E-05,7.35E-06,2.83E-07,51.30958904,94.24657534,49.78356164,9.367123288,4.80E-05,93.556
"MultiPoint ((114.13591800000000376 30.62591507000000135),(114.48789916567828584 30.49914969666714981))",1411,4.20111E+11,1333A,36575.78166,5.08E-06,6.26E-06,1.40E-06,6.74E-07,1.54E-06,2.25E-07,8.43E-08,2.25E-07,0,54.12328767,89.73424658,46.28493151,8.276712329,1.88E-06,20.084
"MultiPoint ((114.30494500000000357 30.53393900000000016),(114.34899531179316057 30.51923648594441829))",1410,4.20111E+11,1328A,4530.957892,5.97E-05,0.000127021,6.04E-05,4.33E-06,3.02E-05,7.44E-06,1.35E-05,7.44E-06,2.22E-07,48.89315068,85.85753425,55.48219178,11.33150685,0.000131351,204.197
"MultiPoint ((114.34899531179316057 30.51923648594441829),(114.39685199999999554 30.61899500000000174))",1409,4.20111E+11,1329A,11974.46718,5.97E-05,0.000127021,6.04E-05,4.33E-06,3.02E-05,7.44E-06,1.35E-05,7.44E-06,2.22E-07,61.99726027,95.99452055,50.93972603,9.561643836,0.000131351,204.197
"MultiPoint ((114.25827400000000011 30.55532499999999985),(114.34899531179316057 30.51923648594441829))",1408,4.20111E+11,1326A,9581.128069,5.97E-05,0.000127021,6.04E-05,4.33E-06,3.02E-05,7.44E-06,1.35E-05,7.44E-06,2.22E-07,49.46027397,84.0739726,51.39452055,9.263013699,0.000131351,204.197
"MultiPoint ((114.21022589999999752 30.46695070000000172),(114.48789916567828584 30.49914969666714981))",1415,4.20111E+11,1330A,26898.85222,5.08E-06,6.26E-06,1.40E-06,6.74E-07,1.54E-06,2.25E-07,8.43E-08,2.25E-07,0,53.73972603,83.9260274,53.43013699,8.753424658,1.88E-06,20.084
"MultiPoint ((114.35354139999999745 30.58268419999999921),(114.48789916567828584 30.49914969666714981))",1414,4.20111E+11,1325A,15874.06835,5.08E-06,6.26E-06,1.40E-06,6.74E-07,1.54E-06,2.25E-07,8.43E-08,2.25E-07,0,48.41369863,81.10958904,37.9260274,,1.88E-06,20.084
"MultiPoint ((114.3843389999999971 30.51554900000000004),(114.48789916567828584 30.49914969666714981))",1413,4.20111E+11,1332A,10105.79595,5.08E-06,6.26E-06,1.40E-06,6.74E-07,1.54E-06,2.25E-07,8.43E-08,2.25E-07,0,53.69041096,101.7643836,48.03835616,10.86027397,1.88E-06,20.084
"MultiPoint ((113.83930180000000121 30.32458189999999831),(114.48789916567828584 30.49914969666714981))",1412,4.20111E+11,1334A,65256.21255,5.08E-06,6.26E-06,1.40E-06,6.74E-07,1.54E-06,2.25E-07,8.43E-08,2.25E-07,0,46.75616438,69.62739726,20.14794521,8.797260274,1.88E-06,20.084
"MultiPoint ((114.39685199999999554 30.61899500000000174),(114.48789916567828584 30.49914969666714981))",1419,4.20111E+11,1329A,15900.56347,5.08E-06,6.26E-06,1.40E-06,6.74E-07,1.54E-06,2.25E-07,8.43E-08,2.25E-07,0,61.99726027,95.99452055,50.93972603,9.561643836,1.88E-06,20.084
"MultiPoint ((114.25827400000000011 30.55532499999999985),(114.48789916567828584 30.49914969666714981))",1418,4.20111E+11,1326A,22900.66733,5.08E-06,6.26E-06,1.40E-06,6.74E-07,1.54E-06,2.25E-07,8.43E-08,2.25E-07,0,49.46027397,84.0739726,51.39452055,9.263013699,1.88E-06,20.084
"MultiPoint ((114.38645699999999295 30.62975099999999884),(114.48789916567828584 30.49914969666714981))",1417,4.20111E+11,1331A,17445.44203,5.08E-06,6.26E-06,1.40E-06,6.74E-07,1.54E-06,2.25E-07,8.43E-08,2.25E-07,0,48.38082192,83.90410959,55.10958904,8.465753425,1.88E-06,20.084
"MultiPoint ((114.29549799999999493 30.6063459999999985),(114.48789916567828584 30.49914969666714981))",1416,4.20111E+11,1327A,21954.78165,5.08E-06,6.26E-06,1.40E-06,6.74E-07,1.54E-06,2.25E-07,8.43E-08,2.25E-07,0,51.30958904,94.24657534,49.78356164,9.367123288,1.88E-06,20.084
"MultiPoint ((114.25479564499553931 30.56319058922595389),(114.3843389999999971 30.51554900000000004))",1423,4.20105E+11,1332A,13506.50022,1.46E-05,5.74E-05,5.62E-06,4.59E-06,3.70E-06,7.40E-07,4.44E-06,7.40E-07,2.96E-07,53.69041096,101.7643836,48.03835616,10.86027397,1.27E-05,68.343
"MultiPoint ((113.83930180000000121 30.32458189999999831),(114.25479564499553931 30.56319058922595389))",1422,4.20105E+11,1334A,47880.11138,1.46E-05,5.74E-05,5.62E-06,4.59E-06,3.70E-06,7.40E-07,4.44E-06,7.40E-07,2.96E-07,46.75616438,69.62739726,20.14794521,8.797260274,1.27E-05,68.343
"MultiPoint ((114.13591800000000376 30.62591507000000135),(114.25479564499553931 30.56319058922595389))",1421,4.20105E+11,1333A,13354.38774,1.46E-05,5.74E-05,5.62E-06,4.59E-06,3.70E-06,7.40E-07,4.44E-06,7.40E-07,2.96E-07,54.12328767,89.73424658,46.28493151,8.276712329,1.27E-05,68.343
"MultiPoint ((114.30494500000000357 30.53393900000000016),(114.48789916567828584 30.49914969666714981))",1420,4.20111E+11,1328A,17978.97136,5.08E-06,6.26E-06,1.40E-06,6.74E-07,1.54E-06,2.25E-07,8.43E-08,2.25E-07,0,48.89315068,85.85753425,55.48219178,11.33150685,1.88E-06,20.084
"MultiPoint ((113.96477593056903288 30.51928302740023824),(114.3843389999999971 30.51554900000000004))",1523,4.20114E+11,1332A,40272.5313,5.49E-07,8.90E-07,2.84E-07,4.54E-07,2.27E-07,9.47E-08,5.68E-08,9.47E-08,0,53.69041096,101.7643836,48.03835616,10.86027397,3.03E-07,6.286
"MultiPoint ((113.83930180000000121 30.32458189999999831),(113.96477593056903288 30.51928302740023824))",1522,4.20114E+11,1334A,24722.71277,5.49E-07,8.90E-07,2.84E-07,4.54E-07,2.27E-07,9.47E-08,5.68E-08,9.47E-08,0,46.75616438,69.62739726,20.14794521,8.797260274,3.03E-07,6.286
"MultiPoint ((113.96477593056903288 30.51928302740023824),(114.13591800000000376 30.62591507000000135))",1521,4.20114E+11,1333A,20230.48258,5.49E-07,8.90E-07,2.84E-07,4.54E-07,2.27E-07,9.47E-08,5.68E-08,9.47E-08,0,54.12328767,89.73424658,46.28493151,8.276712329,3.03E-07,6.286
"MultiPoint ((113.96504768784464545 30.60812321662826818),(114.30494500000000357 30.53393900000000016))",1520,4.20114E+11,1328A,33627.23167,7.88E-07,1.56E-06,3.58E-07,4.77E-08,4.89E-07,1.07E-07,5.97E-08,1.07E-07,0,48.89315068,85.85753425,55.48219178,11.33150685,4.42E-07,5.515
"MultiPoint ((113.96477593056903288 30.51928302740023824),(114.38645699999999295 30.62975099999999884))",1527,4.20114E+11,1331A,42263.27974,5.49E-07,8.90E-07,2.84E-07,4.54E-07,2.27E-07,9.47E-08,5.68E-08,9.47E-08,0,48.38082192,83.90410959,55.10958904,8.465753425,3.03E-07,6.286
"MultiPoint ((113.96477593056903288 30.51928302740023824),(114.29549799999999493 30.6063459999999985))",1526,4.20114E+11,1327A,33164.13696,5.49E-07,8.90E-07,2.84E-07,4.54E-07,2.27E-07,9.47E-08,5.68E-08,9.47E-08,0,51.30958904,94.24657534,49.78356164,9.367123288,3.03E-07,6.286
"MultiPoint ((113.96477593056903288 30.51928302740023824),(114.21022589999999752 30.46695070000000172))",1525,4.20114E+11,1330A,24268.25775,5.49E-07,8.90E-07,2.84E-07,4.54E-07,2.27E-07,9.47E-08,5.68E-08,9.47E-08,0,53.73972603,83.9260274,53.43013699,8.753424658,3.03E-07,6.286
"MultiPoint ((113.96477593056903288 30.51928302740023824),(114.35354139999999745 30.58268419999999921))",1524,4.20114E+11,1325A,37958.00863,5.49E-07,8.90E-07,2.84E-07,4.54E-07,2.27E-07,9.47E-08,5.68E-08,9.47E-08,0,48.41369863,81.10958904,37.9260274,,3.03E-07,6.286
"MultiPoint ((114.13591800000000376 30.62591507000000135),(114.37365529514676155 30.50816563621000554))",1531,4.20111E+11,1333A,26278.4639,4.11E-05,6.67E-05,4.52E-05,2.24E-06,2.40E-05,5.96E-06,3.94E-06,5.96E-06,3.19E-07,54.12328767,89.73424658,46.28493151,8.276712329,6.68E-05,146.006
"MultiPoint ((113.96477593056903288 30.51928302740023824),(114.30494500000000357 30.53393900000000016))",1530,4.20114E+11,1328A,32687.36635,5.49E-07,8.90E-07,2.84E-07,4.54E-07,2.27E-07,9.47E-08,5.68E-08,9.47E-08,0,48.89315068,85.85753425,55.48219178,11.33150685,3.03E-07,6.286
"MultiPoint ((113.96477593056903288 30.51928302740023824),(114.39685199999999554 30.61899500000000174))",1529,4.20114E+11,1329A,42898.16815,5.49E-07,8.90E-07,2.84E-07,4.54E-07,2.27E-07,9.47E-08,5.68E-08,9.47E-08,0,61.99726027,95.99452055,50.93972603,9.561643836,3.03E-07,6.286
"MultiPoint ((113.96477593056903288 30.51928302740023824),(114.25827400000000011 30.55532499999999985))",1528,4.20114E+11,1326A,28446.7495,5.49E-07,8.90E-07,2.84E-07,4.54E-07,2.27E-07,9.47E-08,5.68E-08,9.47E-08,0,49.46027397,84.0739726,51.39452055,9.263013699,3.03E-07,6.286
"MultiPoint ((114.21022589999999752 30.46695070000000172),(114.37365529514676155 30.50816563621000554))",1535,4.20111E+11,1330A,16342.7536,4.11E-05,6.67E-05,4.52E-05,2.24E-06,2.40E-05,5.96E-06,3.94E-06,5.96E-06,3.19E-07,53.73972603,83.9260274,53.43013699,8.753424658,6.68E-05,146.006
"MultiPoint ((114.35354139999999745 30.58268419999999921),(114.37365529514676155 30.50816563621000554))",1534,4.20111E+11,1325A,8483.705878,4.11E-05,6.67E-05,4.52E-05,2.24E-06,2.40E-05,5.96E-06,3.94E-06,5.96E-06,3.19E-07,48.41369863,81.10958904,37.9260274,,6.68E-05,146.006
"MultiPoint ((114.37365529514676155 30.50816563621000554),(114.3843389999999971 30.51554900000000004))",1533,4.20111E+11,1332A,1312.11195,4.11E-05,6.67E-05,4.52E-05,2.24E-06,2.40E-05,5.96E-06,3.94E-06,5.96E-06,3.19E-07,53.69041096,101.7643836,48.03835616,10.86027397,6.68E-05,146.006
"MultiPoint ((113.83930180000000121 30.32458189999999831),(114.37365529514676155 30.50816563621000554))",1532,4.20111E+11,1334A,55227.82131,4.11E-05,6.67E-05,4.52E-05,2.24E-06,2.40E-05,5.96E-06,3.94E-06,5.96E-06,3.19E-07,46.75616438,69.62739726,20.14794521,8.797260274,6.68E-05,146.006
"MultiPoint ((114.00879671544427651 30.429487222850927),(114.38645699999999295 30.62975099999999884))",1507,4.20114E+11,1331A,42503.3032,1.15E-06,5.24E-06,1.28E-06,5.75E-08,8.53E-07,8.63E-08,2.68E-07,8.63E-08,0,48.38082192,83.90410959,55.10958904,8.465753425,6.71E-07,7.869
"MultiPoint ((114.00879671544427651 30.429487222850927),(114.29549799999999493 30.6063459999999985))",1506,4.20114E+11,1327A,33788.50149,1.15E-06,5.24E-06,1.28E-06,5.75E-08,8.53E-07,8.63E-08,2.68E-07,8.63E-08,0,51.30958904,94.24657534,49.78356164,9.367123288,6.71E-07,7.869
"MultiPoint ((114.00879671544427651 30.429487222850927),(114.21022589999999752 30.46695070000000172))",1505,4.20114E+11,1330A,19787.97374,1.15E-06,5.24E-06,1.28E-06,5.75E-08,8.53E-07,8.63E-08,2.68E-07,8.63E-08,0,53.73972603,83.9260274,53.43013699,8.753424658,6.71E-07,7.869
"MultiPoint ((114.00879671544427651 30.429487222850927),(114.35354139999999745 30.58268419999999921))",1504,4.20114E+11,1325A,37196.6414,1.15E-06,5.24E-06,1.28E-06,5.75E-08,8.53E-07,8.63E-08,2.68E-07,8.63E-08,0,48.41369863,81.10958904,37.9260274,,6.71E-07,7.869
"MultiPoint ((113.96504768784464545 30.60812321662826818),(114.13591800000000376 30.62591507000000135))",1511,4.20114E+11,1333A,16502.00127,7.88E-07,1.56E-06,3.58E-07,4.77E-08,4.89E-07,1.07E-07,5.97E-08,1.07E-07,0,54.12328767,89.73424658,46.28493151,8.276712329,4.42E-07,5.515
"MultiPoint ((114.00879671544427651 30.429487222850927),(114.30494500000000357 30.53393900000000016))",1510,4.20114E+11,1328A,30702.58084,1.15E-06,5.24E-06,1.28E-06,5.75E-08,8.53E-07,8.63E-08,2.68E-07,8.63E-08,0,48.89315068,85.85753425,55.48219178,11.33150685,6.71E-07,7.869
"MultiPoint ((114.00879671544427651 30.429487222850927),(114.39685199999999554 30.61899500000000174))",1509,4.20114E+11,1329A,42760.57861,1.15E-06,5.24E-06,1.28E-06,5.75E-08,8.53E-07,8.63E-08,2.68E-07,8.63E-08,0,61.99726027,95.99452055,50.93972603,9.561643836,6.71E-07,7.869
"MultiPoint ((114.00879671544427651 30.429487222850927),(114.25827400000000011 30.55532499999999985))",1508,4.20114E+11,1326A,27717.9575,1.15E-06,5.24E-06,1.28E-06,5.75E-08,8.53E-07,8.63E-08,2.68E-07,8.63E-08,0,49.46027397,84.0739726,51.39452055,9.263013699,6.71E-07,7.869
"MultiPoint ((113.96504768784464545 30.60812321662826818),(114.21022589999999752 30.46695070000000172))",1515,4.20114E+11,1330A,28257.70884,7.88E-07,1.56E-06,3.58E-07,4.77E-08,4.89E-07,1.07E-07,5.97E-08,1.07E-07,0,53.73972603,83.9260274,53.43013699,8.753424658,4.42E-07,5.515
"MultiPoint ((113.96504768784464545 30.60812321662826818),(114.35354139999999745 30.58268419999999921))",1514,4.20114E+11,1325A,37365.09561,7.88E-07,1.56E-06,3.58E-07,4.77E-08,4.89E-07,1.07E-07,5.97E-08,1.07E-07,0,48.41369863,81.10958904,37.9260274,,4.42E-07,5.515
"MultiPoint ((113.96504768784464545 30.60812321662826818),(114.3843389999999971 30.51554900000000004))",1513,4.20114E+11,1332A,41514.5679,7.88E-07,1.56E-06,3.58E-07,4.77E-08,4.89E-07,1.07E-07,5.97E-08,1.07E-07,0,53.69041096,101.7643836,48.03835616,10.86027397,4.42E-07,5.515
"MultiPoint ((113.83930180000000121 30.32458189999999831),(113.96504768784464545 30.60812321662826818))",1512,4.20114E+11,1334A,33673.1963,7.88E-07,1.56E-06,3.58E-07,4.77E-08,4.89E-07,1.07E-07,5.97E-08,1.07E-07,0,46.75616438,69.62739726,20.14794521,8.797260274,4.42E-07,5.515
"MultiPoint ((113.96504768784464545 30.60812321662826818),(114.39685199999999554 30.61899500000000174))",1519,4.20114E+11,1329A,41422.02867,7.88E-07,1.56E-06,3.58E-07,4.77E-08,4.89E-07,1.07E-07,5.97E-08,1.07E-07,0,61.99726027,95.99452055,50.93972603,9.561643836,4.42E-07,5.515
"MultiPoint ((113.96504768784464545 30.60812321662826818),(114.25827400000000011 30.55532499999999985))",1518,4.20114E+11,1326A,28728.45903,7.88E-07,1.56E-06,3.58E-07,4.77E-08,4.89E-07,1.07E-07,5.97E-08,1.07E-07,0,49.46027397,84.0739726,51.39452055,9.263013699,4.42E-07,5.515
"MultiPoint ((113.96504768784464545 30.60812321662826818),(114.38645699999999295 30.62975099999999884))",1517,4.20114E+11,1331A,40476.58964,7.88E-07,1.56E-06,3.58E-07,4.77E-08,4.89E-07,1.07E-07,5.97E-08,1.07E-07,0,48.38082192,83.90410959,55.10958904,8.465753425,4.42E-07,5.515
"MultiPoint ((113.96504768784464545 30.60812321662826818),(114.29549799999999493 30.6063459999999985))",1516,4.20114E+11,1327A,31688.62215,7.88E-07,1.56E-06,3.58E-07,4.77E-08,4.89E-07,1.07E-07,5.97E-08,1.07E-07,0,51.30958904,94.24657534,49.78356164,9.367123288,4.42E-07,5.515
"MultiPoint ((114.13591800000000376 30.62591507000000135),(114.60761921894541615 30.50214451754484912))",1491,4.20111E+11,1333A,47287.61685,1.18E-06,1.61E-06,6.21E-07,2.07E-08,6.21E-07,1.04E-07,6.21E-08,1.04E-07,0,54.12328767,89.73424658,46.28493151,8.276712329,7.25E-07,4.493
"MultiPoint ((114.30494500000000357 30.53393900000000016),(114.4470518281253959 30.62654053335576521))",1490,4.20107E+11,1328A,17064.35506,1.09E-06,6.51E-06,1.20E-06,0,6.77E-07,1.04E-07,0,1.04E-07,0,48.89315068,85.85753425,55.48219178,11.33150685,6.77E-07,21.298
"MultiPoint ((114.39685199999999554 30.61899500000000174),(114.4470518281253959 30.62654053335576521))",1489,4.20107E+11,1329A,4885.219998,1.09E-06,6.51E-06,1.20E-06,0,6.77E-07,1.04E-07,0,1.04E-07,0,61.99726027,95.99452055,50.93972603,9.561643836,6.77E-07,21.298
"MultiPoint ((114.25827400000000011 30.55532499999999985),(114.4470518281253959 30.62654053335576521))",1488,4.20107E+11,1326A,19752.09459,1.09E-06,6.51E-06,1.20E-06,0,6.77E-07,1.04E-07,0,1.04E-07,0,49.46027397,84.0739726,51.39452055,9.263013699,6.77E-07,21.298
