Busstops_Count_Pointsdensity Company_Count_Pointsdensity Daily_Count_Pointsdensity Green_Count_Densitypoints Hospital_Count_Pointsdensity Restuarant_Count_Pointsdensity Sample_Count_Pointsdensity Shops_Count_Pointsdensity Subway_Count_Pointsdensity Merged_pm25mean Merged_pm10mean Merged_no2mean Merged_so2mean Education_Count_Pointsdensity Carroads_Roadensity
0.549920886557528 0.844360295646011 0.425188316924158 0.787418828650188 0.281740866985493 0.510376778574934 0.122715057902204 0.510376778574934 0 0.942711294228506 0.981634702687242 1.1570813751495 1.19739397119741 1.45808277271782 1.81796810194441
0.549920886557528 0.844360295646011 0.425188316924158 0.787418828650188 0.281740866985493 0.510376778574934 0.122715057902204 0.510376778574934 0 0.932833057671997 0.959300618065647 1.14931074322326 0.89457141463395 1.45808277271782 1.81796810194441
0.549920886557528 0.844360295646011 0.425188316924158 0.787418828650188 0.281740866985493 0.510376778574934 0.122715057902204 0.510376778574934 0 0.989302763628551 1.07754910237446 1.03823641630207 0.989818662335629 1.45808277271782 1.81796810194441
0.549920886557528 0.844360295646011 0.425188316924158 0.787418828650188 0.281740866985493 0.510376778574934 0.122715057902204 0.510376778574934 0 1.03615835700173 0.95955121090052 1.11428576268144 0.924969472424571 1.45808277271782 1.81796810194441
0.549920886557528 0.844360295646011 0.425188316924158 0.787418828650188 0.281740866985493 0.510376778574934 0.122715057902204 0.510376778574934 0 0.933466955168948 0.927350034191843 0.790947482968195 NA 1.45808277271782 1.81796810194441
0.549920886557528 0.844360295646011 0.425188316924158 0.787418828650188 0.281740866985493 0.510376778574934 0.122715057902204 0.510376778574934 0 1.04355382824937 1.02595830676819 0.965272468193961 0.874595548082808 1.45808277271782 1.81796810194441
0.549920886557528 0.844360295646011 0.425188316924158 0.787418828650188 0.281740866985493 0.510376778574934 0.122715057902204 0.510376778574934 0 0.942711294228506 0.981634702687242 1.1570813751495 1.19739397119741 1.45808277271782 1.81796810194441
0.549920886557528 0.844360295646011 0.425188316924158 0.787418828650188 0.281740866985493 0.510376778574934 0.122715057902204 0.510376778574934 0 1.19537228947 1.09753387938349 1.06234823018975 1.01037353950532 1.45808277271782 1.81796810194441
0.549920886557528 0.844360295646011 0.425188316924158 0.787418828650188 0.281740866985493 0.510376778574934 0.122715057902204 0.510376778574934 0 0.953646026870347 0.961242712335829 1.07183297208132 0.978817460477605 1.45808277271782 1.81796810194441
0.549920886557528 0.844360295646011 0.425188316924158 0.787418828650188 0.281740866985493 0.510376778574934 0.122715057902204 0.510376778574934 0 1.03615835700173 0.95955121090052 1.11428576268144 0.924969472424571 1.45808277271782 1.81796810194441
